reference,comparison,metric,reference_mean,comparison_mean,difference,favorable_direction,oriented_improvement
rsg_complete,mrpg_complete,accuracy,0.7570093457943925,0.7566978193146418,-0.00031152647975074554,1,-0.00031152647975074554
rsg_complete,mrpg_complete,macro_f1,0.7401006546629978,0.7403411171188633,0.00024046245586550885,1,0.00024046245586550885
rsg_complete,mrpg_complete,target_recall,0.7235059760956175,0.7346613545816734,0.011155378486055856,1,0.011155378486055856
rsg_complete,mrpg_complete,target_miss_rate,0.27649402390438244,0.2653386454183267,-0.011155378486055745,-1,0.011155378486055745
rsg_complete,mrpg_complete,ti_to_target_intrusion_rate,0.09042769857433808,0.0945010183299389,0.004073319755600824,-1,-0.004073319755600824
rsg_complete,mrpg_complete,metallic_to_target_intrusion_rate,0.11818181818181818,0.10340909090909091,-0.01477272727272727,-1,0.01477272727272727
rsg_complete,mrpg_complete,direct_accuracy,0.7534267912772585,0.7493769470404984,-0.004049844236760136,0,-0.0
rsg_complete,mrpg_complete,mapped_accuracy,0.759968847352025,0.7560747663551401,-0.003894080996884819,0,-0.0
rsg_complete,mrpg_complete,fused_accuracy,0.7570093457943925,0.7566978193146418,-0.00031152647975074554,1,-0.00031152647975074554
rsg_complete,mrpg_complete,oracle_accuracy,0.7811526479750779,0.7757009345794392,-0.005451713395638658,0,-0.0
rsg_complete,mrpg_complete,expert_prediction_disagreement_rate,0.057165109034267914,0.05700934579439252,-0.0001557632398753936,0,-0.0
rsg_complete,mrpg_complete,one_right_one_wrong_rate,0.048909657320872275,0.045950155763239874,-0.002959501557632402,0,-0.0
rsg_complete,mrpg_complete,one_right_gate_selection_accuracy,0.5578411262752698,0.5814011905780537,0.0235600643027839,1,0.0235600643027839
rsg_complete,mrpg_complete,mean_routing_regret_nll,0.08091787274143303,0.08105380872274144,0.00013593598130841322,-1,-0.00013593598130841322
rsg_complete,mrpg_complete,complementarity_recovery,-0.1375380405035581,0.03313960113960021,0.17067764164315832,1,0.17067764164315832
rsg_complete,mrpg_complete,brier_score,0.37647000681045256,0.3769022093987986,0.0004322025883460312,-1,-0.0004322025883460312
rsg_complete,mrpg_complete,expected_calibration_error,0.13536753862928347,0.1345830816199377,-0.0007844570093457626,-1,0.0007844570093457626
