epoch,train_loss,val_loss,accuracy,macro_precision,macro_recall,macro_f1,learning_rate
1,1.0831137763196002,0.8556543345391936,0.6549844236760125,0.629769537117113,0.6449280607453807,0.6333524863500198,0.0001
2,0.8138077006886377,0.7862814480084868,0.6728971962616822,0.6552279663143866,0.6827095973567001,0.6605869080507095,0.0001
3,0.6919324133664525,0.7491089515968276,0.7188473520249221,0.6996474042992458,0.7173773051824526,0.7039135482637265,0.0001
4,0.5901054343037748,0.7291880998284646,0.7204049844236761,0.7042197108937076,0.7280506416763353,0.7092287224517142,0.0001
5,0.5002525244317505,0.7252155046596706,0.7266355140186916,0.7108464681397819,0.7300785883466212,0.715467516967419,0.0001
6,0.40166799908335465,0.7609604481967439,0.7180685358255452,0.6986332186916958,0.723650819622173,0.705592084355743,0.0001
7,0.37215425404320823,0.7777325409780782,0.7188473520249221,0.7000378007382262,0.7031467528497568,0.6985512401898288,0.0001
8,0.33367143219158446,0.7949731214395565,0.7414330218068536,0.7242526570793015,0.7386899108417209,0.72737073654668,0.0001
9,0.28809979986452533,0.8275949749573369,0.7305295950155763,0.7097378072851351,0.7271490993848239,0.7159099314754556,0.0001
10,0.25783579096740533,0.8948465197628532,0.7266355140186916,0.7105765358941452,0.7105671027659205,0.7085713959822842,0.0001
11,0.23017392415135243,0.9094097524927784,0.7336448598130841,0.7201926923994757,0.7197458984332661,0.7170605796230708,0.0001
12,0.21036411769096933,0.9302881807088852,0.7305295950155763,0.7150711452387873,0.7243325334567393,0.7171252667598182,5e-05
13,0.15934366055521623,0.9414754971815418,0.7383177570093458,0.7186287641329389,0.71882072396686,0.7186348555815769,5e-05
14,0.1419029373852444,0.9467153939595475,0.735202492211838,0.7170544460679378,0.7314692664855162,0.7218852894310152,5e-05
15,0.13402941561154202,0.9665701662732805,0.7484423676012462,0.7271395849527186,0.7289515141575957,0.7276767425856462,5e-05
16,0.1264064438457338,0.9333096391686769,0.7492211838006231,0.7287817904196232,0.7358462009474735,0.730990979748762,5e-05
17,0.1366983734844935,0.9854835526454857,0.7266355140186916,0.7095008587988576,0.7188557171540856,0.7107522074499223,5e-05
18,0.11011908872178329,0.9706998623420144,0.7305295950155763,0.7109175317437889,0.7190856577979642,0.714600711537081,5e-05
19,0.09885444722237242,0.990325490215857,0.7398753894080997,0.7188517631381895,0.734841491226334,0.7250524528837388,5e-05
20,0.10162512172370364,1.015214306496757,0.7320872274143302,0.7111608614900103,0.729055471096211,0.7174604947152533,2.5e-05
21,0.08248757177142364,1.0530795321286281,0.7461059190031153,0.72609015254333,0.741475066690418,0.7325093507206588,2.5e-05
22,0.0753961468577595,1.0501638138869842,0.7422118380062306,0.7210259849322728,0.733625103244087,0.724964339761627,2.5e-05
23,0.07009845343055171,1.058654184467696,0.7375389408099688,0.7206684215007231,0.7315073024083323,0.724076006187832,2.5e-05
24,0.07458025714792806,1.0278846880542898,0.7429906542056075,0.7315940608306486,0.7222687811558375,0.7252969367896683,2.5e-05
25,0.07056345635747908,1.0397285899942352,0.7437694704049844,0.7262033882399217,0.7318708039073939,0.7284373250547573,1.25e-05
26,0.06176860633918182,1.112091666534311,0.7406542056074766,0.7295200129017536,0.7323478728026565,0.7278495403846275,1.25e-05
27,0.06068001771800381,1.0651440335861249,0.7398753894080997,0.7278193291698883,0.7198781743335121,0.7222389704596859,1.25e-05
28,0.061079542977040775,1.0726714639509578,0.7383177570093458,0.7187157033380484,0.726940751638946,0.7224204693757923,1.25e-05
29,0.06408901655141279,1.0796372391445985,0.735981308411215,0.721786781488274,0.7180963006178779,0.7178260546205371,6.25e-06
