epoch,train_loss,train_final_role_loss,train_direct_role_loss,train_species_loss,train_consistency_loss,train_ti_verifier_loss,train_metallic_verifier_loss,train_verifier_loss,train_contrast_loss,train_gate_regret_loss,train_decomposition_loss,train_calibration_loss,train_phr_ti_gate_loss,train_phr_metallic_gate_loss,train_phr_pairwise_regret_loss,train_mean_gate,train_mean_expert_js_divergence,train_gate_selection_accuracy,train_one_right_gate_selection_accuracy,train_mean_routing_regret_nll,train_mean_weighted_gate_error,train_phr_ti_eligible_count,train_phr_ti_gate_selection_accuracy,train_phr_ti_mean_margin_regret,train_phr_ti_mean_weighted_gate_error,train_phr_ti_sign_agreement_count,train_phr_ti_sign_preservation_rate,train_phr_metallic_eligible_count,train_phr_metallic_gate_selection_accuracy,train_phr_metallic_mean_margin_regret,train_phr_metallic_mean_weighted_gate_error,train_phr_metallic_sign_agreement_count,train_phr_metallic_sign_preservation_rate,val_loss,val_final_role_loss,val_direct_role_loss,val_species_loss,val_consistency_loss,val_ti_verifier_loss,val_metallic_verifier_loss,val_verifier_loss,val_contrast_loss,val_gate_regret_loss,val_decomposition_loss,val_calibration_loss,val_phr_ti_gate_loss,val_phr_metallic_gate_loss,val_phr_pairwise_regret_loss,val_mean_gate,val_mean_expert_js_divergence,val_gate_selection_accuracy,val_one_right_gate_selection_accuracy,val_mean_routing_regret_nll,val_mean_weighted_gate_error,val_phr_ti_eligible_count,val_phr_ti_gate_selection_accuracy,val_phr_ti_mean_margin_regret,val_phr_ti_mean_weighted_gate_error,val_phr_ti_sign_agreement_count,val_phr_ti_sign_preservation_rate,val_phr_metallic_eligible_count,val_phr_metallic_gate_selection_accuracy,val_phr_metallic_mean_margin_regret,val_phr_metallic_mean_weighted_gate_error,val_phr_metallic_sign_agreement_count,val_phr_metallic_sign_preservation_rate,accuracy,macro_precision,macro_recall,macro_f1,target_recall,target_miss_rate,ti_to_target_intrusion_rate,metallic_to_target_intrusion_rate,learning_rate
1,3.405135197040319,1.1190917463815366,1.1124313783773618,2.511223047276788,0.06989436920165436,0.4987883235189943,0.5877902550778119,1.0865785782018418,0.6890372431527206,0.7056235337073402,0.0,1.1202829001914174,0.0,0.6257927614137483,0.6257927614137483,0.6169427413505268,0.016347164123939658,0.5866465358161382,0.580168776371308,0.11416804437512915,0.03729722585798894,0,nan,nan,nan,0,nan,1980,0.6186868686868687,0.20830089479327352,0.20830089490961534,1272,1.0,2.440633645310209,0.8836400538590096,0.8862529621688747,2.0652274498686984,0.060387111132575715,0.23799110526607786,0.17255701974173573,0.4105481259826559,0.0,0.7052031761017915,0.0,0.888133397726255,0.0,0.20983561028572628,0.20983561028572628,0.5523409836017454,0.013968708032885033,0.6285046728971962,0.5743243243243243,0.10209040461518624,0.03915240119366165,0,nan,nan,nan,0,nan,427,0.6651053864168618,0.2177495490018043,0.2177495487201719,343,1.0,0.6425233644859814,0.6185426296740996,0.6380238216193511,0.6188968934750956,0.508,0.492,0.12448979591836734,0.11864406779661017,0.0001
2,2.664658458495656,0.8490254579724691,0.853923411322128,1.9767998679534957,0.0486246650181417,0.4054478000342656,0.44798337208596756,0.853431170975336,0.6048413773067765,0.6943387100308999,0.0,0.8510244674199461,0.0,0.5225614609558937,0.5225614609558937,0.5161464356012221,0.011362223262447435,0.5385002516356316,0.5182119205298014,0.0908243864078829,0.03602412446771719,0,nan,nan,nan,0,nan,1980,0.6994949494949495,0.19120098199093283,0.1912009782070086,1745,1.0,2.1856313375669103,0.794259560813785,0.8235754550803116,1.8048329954949496,0.04229035667169874,0.22733441635827037,0.15279218359528302,0.38012660125334313,0.0,0.6962767495915897,0.0,0.7958001271586552,0.0,0.19141413266785048,0.19141413266785048,0.4942465343765009,0.010059421029904812,0.5280373831775701,0.5779816513761468,0.08458240963422513,0.03392259522064567,0,nan,nan,nan,0,nan,427,0.7213114754098361,0.19293192320392058,0.19293192458454633,391,1.0,0.6822429906542056,0.6707862286319706,0.6962314150432722,0.673356222569922,0.732,0.268,0.20408163265306123,0.1694915254237288,0.0001
3,2.2652175173505884,0.71583096876258,0.7239191352351163,1.7112850379951847,0.03862905456510952,0.34501317449662733,0.3415056196880549,0.6865187935472394,0.5075285274737275,0.692452588390932,0.0,0.718405091558561,0.0,0.4564384051195988,0.4564384051195988,0.4820402888114011,0.009194754357865145,0.5317899681261533,0.5668789808917197,0.07737449026171939,0.033485986106348856,0,nan,nan,nan,0,nan,1980,0.7616161616161616,0.15914215308548224,0.1591421534302533,1859,1.0,1.9908639779343411,0.7199577260240216,0.7316075357321267,1.6528760135359482,0.03601832145888857,0.2020719881601794,0.13835912887181076,0.34043111775151663,0.0,0.696759180116505,0.0,0.7196847805724337,0.0,0.18073049438333957,0.18073049438333957,0.47646136064302885,0.008726986128184311,0.5342679127725857,0.5089285714285714,0.07285647067602948,0.030880152678569785,0,nan,nan,nan,0,nan,427,0.7447306791569087,0.17749079173339194,0.17749078172630908,392,1.0,0.706386292834891,0.6847500199886711,0.7095229295338882,0.6927620472796789,0.656,0.344,0.1510204081632653,0.12429378531073447,0.0001
4,1.9709312113074124,0.6098370806240152,0.6227164702054698,1.5191878445735216,0.037863531129144416,0.3048064735207336,0.2745549491756796,0.5793614228326509,0.4162361316571618,0.6927615749997953,0.0,0.613176514150072,0.0,0.4145426231754684,0.4145426231754684,0.47295074211613203,0.009047772884253437,0.536654923670525,0.6070588235294118,0.07307687614837363,0.033217179999885244,0,nan,nan,nan,0,nan,1980,0.7838383838383839,0.15512644274517742,0.15512644491509214,1882,1.0,2.006285436799593,0.734643782224982,0.7557385641837788,1.6275744842963056,0.03811084529576458,0.2065033680553377,0.14813555855988714,0.3546389244798559,0.0,0.6947082750893827,0.0,0.7336170014191268,0.0,0.1831841127152012,0.1831841127152012,0.45101656608074625,0.009317139631976883,0.544392523364486,0.5670103092783505,0.0771018337753309,0.030966275496559382,0,nan,nan,nan,0,nan,427,0.7142857142857143,0.17184991815260478,0.17184992088884196,399,1.0,0.7110591900311527,0.6890486011413482,0.7178798149287886,0.6954734294238369,0.66,0.33999999999999997,0.15306122448979592,0.11864406779661017,0.0001
5,1.7157912167541294,0.5228770730919815,0.5342801205965121,1.3553149412990597,0.0360055398674064,0.2551839572484212,0.21723264263718794,0.472416601228926,0.34617871052315724,0.6890645576211315,0.0,0.5252340067364869,0.0,0.38353458666357493,0.38353458666357493,0.47103636636217655,0.008614567387168124,0.536654923670525,0.583743842364532,0.06480305770069462,0.030729355330324164,0,nan,nan,nan,0,nan,1980,0.7934343434343434,0.1404481427889844,0.1404481447357036,1903,1.0,2.096819423440832,0.7779250060472161,0.789658951610791,1.6434189014345686,0.0363166225244323,0.2204515706324178,0.1951315858839457,0.4155831560173371,0.0,0.6943120040997538,0.0,0.7689062823016324,0.0,0.1891576720175342,0.1891576720175342,0.45660776793492547,0.008824384738878989,0.5475077881619937,0.5978260869565217,0.07766213596313098,0.028589532237432238,0,nan,nan,nan,0,nan,427,0.6838407494145199,0.20478119734299546,0.20478120053685117,405,1.0,0.7071651090342679,0.6826644798206193,0.705402205661279,0.6850720219964741,0.568,0.43200000000000005,0.09591836734693877,0.0847457627118644,0.0001
6,1.5015801141934395,0.44791255927569834,0.460186807546534,1.2343933199140333,0.03324709202224947,0.21876647797577375,0.1533414849403632,0.37210796346722025,0.28256908693563176,0.6889590963063834,0.0,0.4509131203280102,0.0,0.3489268065458815,0.3489268065458815,0.457084308407927,0.007964644125206801,0.5358161382318403,0.5916666666666667,0.0584241714193149,0.02892089514659627,0,nan,nan,nan,0,nan,1980,0.8313131313131313,0.1376265457445624,0.1376265458570917,1918,1.0,1.9916664878155954,0.7293718920504193,0.7446938515452209,1.5768283022527012,0.045217048249140704,0.21927556560325473,0.1708135096083549,0.3900890784726893,0.0,0.7101047144872006,0.0,0.7209391291267775,0.0,0.17130273469140597,0.17130273469140597,0.44683056907304725,0.01097942244303753,0.5833333333333334,0.5346534653465347,0.08452433891442158,0.031385308299102174,0,nan,nan,nan,0,nan,427,0.7283372365339579,0.20411458574846142,0.20411459581491068,396,1.0,0.7227414330218068,0.6991001743354072,0.7250740696407876,0.7068156289451422,0.672,0.32799999999999996,0.11836734693877551,0.12994350282485875,0.0001
7,1.3300779338571733,0.3803290106809853,0.3924825272090562,1.123672110725221,0.0322752966461311,0.18880172254949823,0.13089435644063033,0.3196960781478898,0.2350897158908076,0.6862345919015523,0.0,0.3828673629907929,0.0,0.3458424842429129,0.3458424842429129,0.4700893783900306,0.007738441577668685,0.5552759604093273,0.55,0.05200651450628214,0.027290276872745097,0,nan,nan,nan,0,nan,1980,0.8232323232323232,0.13159984419442186,0.13159984222751003,1936,1.0,2.0313169889360947,0.75323167336507,0.779003777979319,1.57996597951075,0.041397171007974125,0.22766955090959404,0.17603913047046305,0.4037086822185375,0.0,0.7081230284640351,0.0,0.7448626843475479,0.0,0.1654502443064039,0.1654502443064039,0.4670836344663042,0.009979352638450498,0.5584112149532711,0.5180722891566265,0.08191844331717407,0.03006289906353172,0,nan,nan,nan,0,nan,427,0.7611241217798594,0.20695723811343347,0.2069572388751257,406,1.0,0.7305295950155763,0.7150371920215799,0.7231431565467826,0.7170346476538766,0.696,0.30400000000000005,0.11428571428571428,0.15254237288135594,0.0001
8,1.194544477103601,0.3358648091559641,0.35226355904781703,1.020313118892395,0.031402289887086855,0.15307908929413225,0.11727015728765568,0.2703492468914476,0.19344002807475696,0.6876894906950645,0.0,0.3383835340242141,0.0,0.3402941367896566,0.3402941367896566,0.45556203112808613,0.007519049262456179,0.5398423083375272,0.5874125874125874,0.048225062192288844,0.02544976910509643,0,nan,nan,nan,0,nan,1980,0.8333333333333334,0.14285396011264034,0.14285396571112594,1933,1.0,2.1067959913212193,0.7828624476896269,0.8145789252449047,1.6255370010839445,0.04164411337622601,0.2571745052980114,0.1777659925716317,0.4349404962449059,0.0,0.6958568866750533,0.0,0.768705032928339,0.0,0.1629995716695102,0.1629995716695102,0.42691192719098936,0.0100182594267586,0.5677570093457944,0.5606060606060606,0.08188467252512621,0.027369028082606207,0,nan,nan,nan,0,nan,427,0.7845433255269321,0.21364230164424877,0.21364231086724922,411,1.0,0.7383177570093458,0.7198244294909468,0.7405087651834391,0.7256213548928621,0.74,0.26,0.1510204081632653,0.15254237288135594,0.0001
9,1.0920019984505276,0.2953878892305973,0.3099044532388714,0.9408374405451178,0.0305047393822566,0.15338510379627673,0.0973898607781703,0.250774964527723,0.19115309903485336,0.6860356019199585,0.0,0.29782005721061666,0.0,0.32562452906764877,0.32562452906764877,0.4396347369054403,0.007318556824715309,0.5304479114242576,0.6143344709897611,0.04516661222417191,0.02426054436985181,0,nan,nan,nan,0,nan,1980,0.8378787878787879,0.14220746571028775,0.14220745874977597,1934,1.0,2.1312030772925166,0.7994501265085003,0.833034592532666,1.6267174434067675,0.042622035816079734,0.2419094117735498,0.19784718083444042,0.4397565941805037,0.0,0.6927583230618747,0.0,0.7832878319970172,0.0,0.16719275378735265,0.16719275378735265,0.4469298251100883,0.009960391395986493,0.5506230529595015,0.44594594594594594,0.08137427668362525,0.026941889314030323,0,nan,nan,nan,0,nan,427,0.7868852459016393,0.23299778610101488,0.2329977800256073,405,1.0,0.7406542056074766,0.719019942611643,0.7320399407349879,0.7242980357510335,0.692,0.30800000000000005,0.1,0.15254237288135594,0.0001
10,0.9885285353824569,0.2612568620336754,0.27384995958475516,0.8714864578468651,0.02889430021026294,0.12778042849091412,0.08570954729976145,0.21348997557401717,0.13745380617648326,0.6871799211277295,0.0,0.26288466622737044,0.0,0.3096816453597146,0.3096816453597146,0.4580656722965426,0.006851585341344514,0.5507465190404295,0.5906976744186047,0.04120637417331491,0.02247727443101148,0,nan,nan,nan,0,nan,1980,0.8464646464646465,0.13990615379027646,0.1399061559328255,1951,1.0,2.0975144991993533,0.7888257470318462,0.8262653545566437,1.6034540922099556,0.04587904913670084,0.2523077642472571,0.17021698200628393,0.4225247448696131,0.0,0.6956915211083362,0.0,0.7764346641705973,0.0,0.14975939899961524,0.14975939899961524,0.4350879100960827,0.010585985078517766,0.5420560747663551,0.527027027027027,0.0832917904238882,0.026963584360692197,0,nan,nan,nan,0,nan,427,0.8056206088992974,0.1914614732715299,0.19146146231371622,407,1.0,0.735202492211838,0.7147383894733385,0.7363865556013196,0.7228187716939543,0.676,0.32399999999999995,0.1326530612244898,0.12429378531073447,0.0001
