epoch,train_loss,train_role_loss,train_species_loss,train_binary_loss,train_consistency_loss,train_contrast_loss,val_loss,val_role_loss,val_species_loss,val_binary_loss,val_consistency_loss,val_contrast_loss,accuracy,macro_precision,macro_recall,macro_f1,learning_rate
1,2.4936637886817214,1.099697736041135,2.4956552571167263,0.5467882299909174,0.09441381449970677,0.7702024092791845,2.0640839290024706,0.9214776277170745,2.043761372937592,0.4548388467028134,0.07015880373686645,0.0,0.6191588785046729,0.6047911513218789,0.6281222925229761,0.6018646513319906,0.0001
2,1.9198312927984267,0.8474437475524439,1.9188405388734662,0.4298339321986878,0.05508793179977562,0.702336509947488,1.7645933999450778,0.7783042300155972,1.7464271029950673,0.4326314963284311,0.049177423572150346,0.0,0.6876947040498442,0.6707155347430463,0.6977500316526186,0.6767927094854254,0.0001
3,1.6126363066254277,0.7037943889882377,1.6230790482293718,0.3709050403197646,0.045761269723943086,0.6703667308115915,1.6260520123247046,0.7308982975572069,1.5962476615222443,0.3709352936514441,0.04296061367585652,0.0,0.7017133956386293,0.6798348703507425,0.7002312953445361,0.687120858121195,0.0001
4,1.4003425856361331,0.608940175262159,1.4137487969848859,0.3223200677860465,0.03947995684514748,0.6135247935586439,1.5935708499771783,0.7221976913210016,1.5448821478543624,0.37946899003143253,0.040648316865862344,0.0,0.721183800623053,0.7028623018368252,0.7269445257620898,0.7100544384522816,0.0001
5,1.2092953284521508,0.5133782784759029,1.248474319455928,0.2708954262008025,0.03956035373245304,0.6064059733744537,1.6196968301063015,0.7520969117356238,1.5192127866537029,0.41419331771191037,0.0444521849040766,0.0,0.7313084112149533,0.7127458089503865,0.7344321529655597,0.7188261066051959,0.0001
6,1.0853205125137095,0.4555438969973609,1.1302161957469288,0.24364625615444466,0.037569501836117215,0.5522113928477289,1.5596018130905531,0.7075814906960336,1.5132845224249771,0.3652262883231833,0.04071475675103264,0.0,0.7429906542056075,0.7182079027108939,0.7319696207120913,0.7240940743511871,0.0001
7,0.9431084977802545,0.3834876744534381,1.0065058267590503,0.21102848618527703,0.0361079171370553,0.5441745642727003,1.634363095708354,0.761365954981786,1.5180478296547293,0.43931174548661966,0.04145294333869052,0.0,0.7320872274143302,0.7144755455941296,0.739195787232826,0.7208862087964139,0.0001
8,0.8561512369814385,0.344257166003285,0.914530438297728,0.2050660782223519,0.03362330858516145,0.5136936458939775,1.6757597165687061,0.7960777454472776,1.5539833305409392,0.39647054254451647,0.03572682582561472,0.0,0.7274143302180686,0.7059236283286497,0.7286458705035609,0.7128098698409193,0.0001
9,0.7357729914563951,0.29039704283698453,0.8060121531555305,0.15643524732631317,0.032610635942629654,0.5060472800175309,1.716568346149825,0.8236117247387628,1.565699249784523,0.4236516403295448,0.04194076168365382,0.0,0.7344236760124611,0.7101154219343689,0.7362168070849086,0.717861336767811,0.0001
10,0.6787146050704843,0.26063271934524956,0.7547038524388027,0.1508564860668584,0.03015839387086979,0.47235114544235085,1.6927335470264946,0.79454059754948,1.5731009657137862,0.429970156706034,0.04149934444054265,0.0,0.7437694704049844,0.7257043082719814,0.7374313018792702,0.7282826606333456,0.0001
11,0.6108521605433883,0.23535279856144511,0.6777437410385011,0.13466510287461175,0.029612168830936137,0.47116829833989776,1.8001122188716663,0.8548208055930717,1.6500776033163813,0.4637381258620837,0.043180810670568566,0.0,0.735202492211838,0.7128209456984586,0.7352576234114391,0.7199146488842381,0.0001
12,0.5638882341530475,0.21152462631918964,0.6403655221729826,0.11757964985387334,0.027859335488079978,0.4545317704076436,1.7424086963647623,0.8274453904862716,1.604312610032031,0.4341728407831578,0.042637839257670715,0.0,0.7562305295950156,0.7341053364296954,0.7364438378870691,0.7351959768175325,0.0001
13,0.5114666315767713,0.19179782978571655,0.5761075664078543,0.1148889860879793,0.028927713600242773,0.44835810276550486,1.796908740685365,0.8618360231412905,1.6257450391198986,0.471231675782238,0.04392278188044594,0.0,0.7453271028037384,0.7229737870134153,0.741556087654662,0.7295024843217894,0.0001
14,0.46635476408179144,0.17515920868777446,0.5230259301478062,0.10729415298153182,0.028590533305087647,0.4437827602156335,1.8358085382021847,0.8888870568197464,1.6729351646060884,0.42433358394182535,0.04370494320919024,0.0,0.7437694704049844,0.718352225921162,0.7324813588854007,0.7222939397243381,0.0001
15,0.4152708706330221,0.15647822480371906,0.4676101111091837,0.08985262046615122,0.02524436169129438,0.42304547619767646,1.8657921879462365,0.9009134243953265,1.676157398201595,0.4887895875920852,0.04602676832532029,0.0,0.7461059190031153,0.724185121236804,0.7401131608603355,0.7302235636299594,0.0001
16,0.40805573985193067,0.15644747306788215,0.4530320859579327,0.09030924799510386,0.02514910547763004,0.4142460095824421,1.9000804584902766,0.917961206438014,1.7141100108809189,0.4799204815637518,0.050841220605224835,0.0,0.7367601246105919,0.7118237912186958,0.7241700708547402,0.7171146613512364,5e-05
17,0.3412121860768207,0.12631981078809668,0.3883225189756575,0.07382766540760492,0.022741983739265163,0.42106164927611395,1.9460300968443494,0.9475702579333404,1.7247319761837754,0.5248345978836589,0.04885203847980759,0.0,0.7383177570093458,0.7204726868847334,0.7390532310647439,0.7249445395625291,5e-05
18,0.2837818752817411,0.09617697848627339,0.3429789638543285,0.05688376912796853,0.018944720694983673,0.42226420431664236,1.913546581877355,0.9273020563374427,1.7103914780037426,0.5061373022324014,0.04514450384913204,0.0,0.7492211838006231,0.7310192217161879,0.7357309181835575,0.7321658007397933,5e-05
19,0.2846219369407629,0.10252454651326236,0.3290536161277782,0.062236250728550616,0.020115200955420107,0.39595897458,1.9426762071725363,0.9532770685317732,1.7222825026957789,0.4943023050549176,0.046823024981861174,0.0,0.7562305295950156,0.7331573206292354,0.7538862497569111,0.7412636517175115,5e-05
20,0.2488277448471551,0.08930838017602122,0.2882824370053526,0.05382869753663501,0.019209714444231377,0.3974268484802539,1.9415394651741253,0.9577842962890399,1.7104327551486707,0.49525900548353,0.04724047233196805,0.0,0.7570093457943925,0.740038310002778,0.7435173203442924,0.7408915851435471,5e-05
21,0.24161529691752082,0.08566560396745569,0.27955516723353796,0.05692024428458037,0.019420479208848415,0.39876393772095486,1.997694025344195,0.9831358823820809,1.7471343041209046,0.5413994170461326,0.05641140264235553,0.0,0.7398753894080997,0.7221448437878057,0.7354550308184975,0.7254581634703603,5e-05
22,0.23259216199043592,0.08330465036350156,0.2670567183661753,0.05463088014033557,0.021014324959503127,0.3942785573833602,1.9347018040600596,0.9459523962944096,1.7296722882261901,0.475388249436051,0.050662055658031474,0.0,0.7585669781931464,0.7398826874870293,0.7510147515340131,0.744066706780451,5e-05
23,0.226648319686965,0.08106712453133547,0.2626143594332898,0.049279515920220965,0.0195413599985345,0.40812433164424894,2.0812509488836626,1.0287147356063777,1.8106227233959507,0.5671149580855491,0.05446116642510037,0.0,0.7398753894080997,0.7222928242494595,0.736045381843681,0.7255419211970959,5e-05
24,0.2033636193260653,0.06924500705971451,0.2419416097022007,0.04577033360646667,0.0170522297039938,0.4127004686877384,2.0175348750527404,0.9914708477082282,1.786468608357082,0.5098947291719406,0.053560309466032595,0.0,0.7562305295950156,0.7369059331002601,0.744746305911641,0.7398279571544513,5e-05
25,0.20430756679138787,0.0753811243868398,0.23055477798575025,0.046819346371336314,0.01944216679109236,0.4109580698398871,2.0628020284331847,1.01674753580695,1.8248538497452425,0.5126302741437851,0.05470007599978432,0.0,0.7492211838006231,0.7276498518630592,0.7389117883148272,0.7320355216747952,5e-05
26,0.22104779477538208,0.08586466415461688,0.23999385017013614,0.05303688222538343,0.019269848582371532,0.40240104600719667,2.114065636726926,1.041467194396109,1.867263007758191,0.5335845116664064,0.05570813897428483,0.0,0.7484423676012462,0.7264199925268184,0.736077222335847,0.7300032572146501,2.5e-05
27,0.17240719915416253,0.059136500091205565,0.20427919927758872,0.037755088693565586,0.016923272917479918,0.3905607331641027,2.0559234687843797,1.0103574037041247,1.8206340592598247,0.5196004168544258,0.05348951115658814,0.0,0.7686915887850467,0.7504389926550735,0.7554220637130296,0.7526744904136344,2.5e-05
28,0.16251843105054825,0.055148128209508436,0.194231362815592,0.034497506317983005,0.016302453288225705,0.3839430950508284,2.0950890651373104,1.0322030950395675,1.8481614017783667,0.5333025839927388,0.05479626105430992,0.0,0.7570093457943925,0.7348670723153073,0.7447287978508266,0.7387387270127188,2.5e-05
