run_name,sample_count,target_support,target_true_positive,target_false_negative,target_false_positive,target_precision,target_recall,target_f1,target_miss_rate,ti_bearing_support,ti_bearing_intrusion_count,ti_bearing_intrusion_rate,metallic_support,metallic_intrusion_count,metallic_intrusion_rate,gangue_support,gangue_intrusion_count,gangue_intrusion_rate
formal_hierarchical_efficientnet_b0_seed20260727,1284,251,201,50,122,0.6222910216718266,0.8007968127490039,0.7003484320557491,0.199203187250996,491,71,0.1446028513238289,176,31,0.17613636363636365,366,20,0.0546448087431694
formal_hierarchical_efficientnet_b0_seed20260728,1284,251,192,59,75,0.7191011235955056,0.7649402390438247,0.7413127413127413,0.2350597609561753,491,38,0.07739307535641547,176,21,0.11931818181818182,366,16,0.04371584699453552
formal_hierarchical_efficientnet_b0_seed20260729,1284,251,191,60,89,0.6821428571428572,0.7609561752988048,0.7193973634651601,0.23904382470119523,491,52,0.10590631364562118,176,24,0.13636363636363635,366,13,0.03551912568306011
