metric,label,favorable_direction,baseline_mean,comparison_mean,difference,oriented_improvement,ci_low,ci_high,probability_favorable,bootstrap_replicates
accuracy,Accuracy,1,0.7479231568016614,0.754153686396677,0.006230529595015577,0.006230529595015577,-0.02388369678089301,0.03219106957424711,0.6853,10000
macro_f1,Macro F1,1,0.7302213545112912,0.7341139043149352,0.003892549803643952,0.003892549803643952,-0.024563443288072907,0.03038345885476358,0.6218,10000
target_recall,Target recall,1,0.6839309428950864,0.7755644090305445,0.09163346613545809,0.09163346613545809,0.05179282868525892,0.13280212483399734,1.0,10000
target_miss_rate,Target miss rate,-1,0.3160690571049137,0.22443559096945553,-0.09163346613545814,0.09163346613545814,-0.13280212483399734,-0.05179282868525892,1.0,10000
ti_to_target_intrusion,Ti-bearing intrusion,-1,0.07739307535641549,0.10930074677528852,0.03190767141887303,-0.03190767141887303,0.0006788866259334706,0.06788866259334692,0.0205,10000
metallic_to_target_intrusion,Metallic intrusion,-1,0.09659090909090909,0.14393939393939395,0.04734848484848486,-0.04734848484848486,0.01325757575757576,0.08143939393939394,0.0024,10000
