epoch,train_loss,val_loss,accuracy,macro_precision,macro_recall,macro_f1,learning_rate
1,1.07942308496257,0.8810741674862919,0.6464174454828661,0.6252071895932464,0.6469373727415503,0.6280325548569322,0.0001
2,0.8292763304378418,0.7782464681013351,0.690809968847352,0.6713150937716973,0.6846326876199147,0.6731731967048085,0.0001
3,0.6950531678498941,0.7262248241827124,0.7172897196261683,0.6960650118738889,0.7153719124559259,0.7025005017561617,0.0001
4,0.5956102771619846,0.7419498746640214,0.719626168224299,0.6961444952352713,0.7193764409010267,0.7034558582438896,0.0001
5,0.5081070751736696,0.7313115058286911,0.7180685358255452,0.7033989276935679,0.7116488067355516,0.7028705809445042,0.0001
6,0.44031687750050014,0.7592289498847593,0.7149532710280374,0.701519135213656,0.7135038292599633,0.7006024804595722,0.0001
7,0.3693666543997168,0.7498952549565989,0.7437694704049844,0.7222826708559613,0.7357142128268662,0.728005694091739,0.0001
8,0.3259509735870553,0.848051859860851,0.7235202492211839,0.7207269307939206,0.7176520791293473,0.7094547422591041,0.0001
9,0.28564085916492127,0.8370301762009706,0.7227414330218068,0.7026813091716747,0.7171063669360045,0.7059881830631255,0.0001
10,0.2705210976001401,0.8439825216186381,0.7118380062305296,0.696109991751539,0.7079664098955982,0.6983917342200922,0.0001
11,0.23845418675642818,0.8743311503780222,0.7336448598130841,0.7135801223817899,0.7234785432946559,0.7155670841093473,5e-05
12,0.1787637867398449,0.9078631727866294,0.7235202492211839,0.7096143133069625,0.7179973509193083,0.7090278971865358,5e-05
13,0.15475395583322515,0.873795461385421,0.7398753894080997,0.7222667613493041,0.7256497775205774,0.7232354752852308,5e-05
14,0.14935405715372593,0.914014811363547,0.735202492211838,0.7134089070343439,0.727178794096496,0.7187278642412013,5e-05
15,0.14348987363075133,0.9515103816614715,0.7289719626168224,0.709467192550118,0.7196104698379606,0.7113457789347768,2.5e-05
