epoch,train_loss,val_loss,accuracy,macro_precision,macro_recall,macro_f1,learning_rate
1,1.0305409122785252,0.7980003355076751,0.677570093457944,0.6571637211128433,0.683976942756043,0.6612169317679231,0.0001
2,0.7223771287028651,0.7092892160389653,0.7274143302180686,0.7130408127129925,0.7092945107290596,0.7090229723011625,0.0001
3,0.6098282436779773,0.7173317115626231,0.7219626168224299,0.7083016236592766,0.7175406744788156,0.7065377169366851,0.0001
4,0.48994248889472897,0.7703604522245324,0.7250778816199377,0.709696320248659,0.7284723478640058,0.7114840285277698,0.0001
5,0.41175752347736744,0.70702973801956,0.7476635514018691,0.7307044624364236,0.7407256583509033,0.7323099293523565,0.0001
6,0.33439028438576274,0.841968057404426,0.7375389408099688,0.7218845952338815,0.7315557901357559,0.7205310468046046,0.0001
7,0.28049803173616017,0.9081020169076147,0.7149532710280374,0.6979547396243516,0.7128760734793156,0.6966032007450107,0.0001
8,0.26072399996407297,0.874982005432016,0.7390965732087228,0.7207542103573485,0.7469684940987895,0.7281401111027732,0.0001
9,0.21681928268926412,0.8722298254615792,0.7289719626168224,0.7081046884819104,0.7172713802835131,0.7113806559339986,5e-05
10,0.1372730166243064,0.8233157907412431,0.7429906542056075,0.7226496266622421,0.7332517518899676,0.7269105464695699,5e-05
11,0.1125712972899908,0.947636530453171,0.7375389408099688,0.7176932683365926,0.7365374661756819,0.7239175580055415,5e-05
12,0.08275646223775533,0.9591513115135123,0.7437694704049844,0.7306673208889252,0.7262717296404545,0.7277808523271284,5e-05
13,0.08287921371780532,1.04658199583305,0.7344236760124611,0.7148013652027356,0.7282831619693553,0.719100001963112,2.5e-05
