run_name,accuracy,macro_precision,macro_recall,macro_f1,species_accuracy,target_mineral_recall,ti_bearing_negative_recall,gangue_negative_recall,metallic_hard_negative_recall
formal_hierarchical_no_consistency_seed20260727,0.7258566978193146,0.7077108558625456,0.7163710003624053,0.7074814905900302,0.5490654205607477,0.8127490039840638,0.6945010183299389,0.7786885245901639,0.5795454545454546
formal_hierarchical_no_consistency_seed20260728,0.7694704049844237,0.7514085698789632,0.7527464822664616,0.7517151648131256,0.5794392523364486,0.7410358565737052,0.780040733197556,0.825136612021858,0.6647727272727273
formal_hierarchical_no_consistency_seed20260729,0.7616822429906542,0.7422070348836618,0.7464021152251603,0.7429393952566891,0.5926791277258567,0.7609561752988048,0.7494908350305499,0.8387978142076503,0.6363636363636364
