epoch,train_loss,train_four_class_loss,train_binary_loss,train_contrast_loss,val_loss,val_four_class_loss,val_binary_loss,val_contrast_loss,accuracy,macro_precision,macro_recall,macro_f1,learning_rate
1,1.2844917071063613,1.0795058756541773,0.5405255895176103,0.698544345632373,0.9736431877932444,0.85468493740878,0.47583302057049354,0.0,0.6580996884735203,0.6348714063749702,0.6470275737506013,0.6348511175804229,0.0001
2,1.0101755542695932,0.8435359095451196,0.4327973631319834,0.5844030128871609,0.8466244364081885,0.7488132429271472,0.3912447847402727,0.0,0.6939252336448598,0.6703862094325017,0.6869673684279975,0.6739138127396263,0.0001
3,0.8322697854386022,0.6967131954234551,0.3537713695424372,0.4711374642764576,0.8550455674204128,0.7598771031400496,0.38067385350060984,0.0,0.6947040498442367,0.6715105362597078,0.6928237667024506,0.6769701733012112,0.0001
4,0.7276454317806711,0.6089972529089744,0.31097811608981657,0.40903650613423864,0.825177548830383,0.7339322566986084,0.3649811696295983,0.0,0.7095015576323987,0.6876376892974575,0.7100765622648635,0.6944981636478178,0.0001
5,0.6229503563917878,0.5208584018010378,0.26939822631161436,0.347423979083557,0.8224102501000199,0.7418169639192266,0.3223731483498188,0.0,0.7149532710280374,0.7014615048500692,0.7067858178047001,0.6984184206240142,0.0001
6,0.5288063207242217,0.4412968796614612,0.23090502905717653,0.29783182197985203,0.8149636399894489,0.7348126678080573,0.32060388760565783,0.0,0.7320872274143302,0.7105142465190312,0.7310959635135632,0.7171909468710751,0.0001
7,0.4554535688479621,0.3801261886136881,0.20071664335063352,0.2514822132409874,0.861640697513414,0.770334083575326,0.3652264661419661,0.0,0.7320872274143302,0.7114369815574598,0.7212936948298,0.7152259801776244,0.0001
8,0.4048045565169683,0.34008996555357646,0.18201767212641437,0.19210173776462322,0.9009829306528204,0.8069716093603324,0.3760452720995215,0.0,0.7289719626168224,0.7200144529918009,0.7235888540055564,0.7160509035524434,0.0001
9,0.34563514698753617,0.2912533173943462,0.14968010470473592,0.16961803679904283,0.9332873137940499,0.8324346503364706,0.4034106628185956,0.0,0.719626168224299,0.6983582084957802,0.7116378532015956,0.7026899307542344,0.0001
10,0.31356912936825937,0.2674075568748228,0.12885320759438523,0.13948270823968073,1.0215320204648646,0.9068646950885143,0.4586693158926663,0.0,0.7375389408099688,0.7211684119451848,0.7404720952713973,0.7263362562584403,0.0001
11,0.2812228782330258,0.23766178590247264,0.12334036765717916,0.1272600031421282,0.9309214043468701,0.8276451412948121,0.41310506814679515,0.0,0.7390965732087228,0.7191078013663648,0.7290726684429834,0.7217143185834395,0.0001
12,0.2561239117874913,0.215025942815748,0.11570884179929482,0.12170757639162946,0.9807894589652154,0.8744783147566044,0.42524457949640176,0.0,0.7336448598130841,0.7166980972005322,0.7225949878589037,0.7187593069487083,0.0001
13,0.2293101387600574,0.19125729441177802,0.11113421198429352,0.10269291544391357,1.0433122870335327,0.9204166917786049,0.49158240074956955,0.0,0.735981308411215,0.7217269281836531,0.7247351974919188,0.71831011906673,0.0001
14,0.2141330029276109,0.17965762954123407,0.09750372259331577,0.10099442891252859,1.0231727451271728,0.9162920404724614,0.4275228105107543,0.0,0.7468847352024922,0.7274491463276174,0.7261522520798833,0.7265531929916149,0.0001
15,0.19310513808085922,0.1596150553302964,0.0974892359961251,0.09117773108220194,1.0847340219674453,0.9724883238010318,0.4489827902212948,0.0,0.7383177570093458,0.7138520259884222,0.7152118227792664,0.7142864415086637,0.0001
16,0.19657127184468695,0.16521083337211545,0.08961262612237544,0.08957282502202696,1.0364992221660703,0.9234817190983585,0.45207001509818007,0.0,0.7367601246105919,0.7136291311444564,0.7201324785398387,0.7158971875639714,0.0001
17,0.172902243344666,0.1441429994982864,0.08402900878703098,0.07751991106126736,1.0696942246405878,0.9599917350435554,0.43881000097483075,0.0,0.7422118380062306,0.7248417245126197,0.7208656867078795,0.7222827945067799,0.0001
18,0.1497860741363318,0.12733061926499087,0.07039103032500826,0.048576972058420466,1.0938473590345026,0.9853436509118273,0.4340148202485738,0.0,0.7476635514018691,0.7294365408718513,0.7321462476645395,0.7302796847559767,0.0001
19,0.16387455159386738,0.1363025931986741,0.08104616707739884,0.07310416350722795,1.1815618102981293,1.0624753102149547,0.4763459837574779,0.0,0.7188473520249221,0.7019242273959255,0.696244106879347,0.6984490686056578,0.0001
20,0.13440000818162093,0.1148966975413879,0.056845201771988194,0.05292009567983906,1.1355379472176235,1.0183422249564873,0.46878288212182245,0.0,0.7453271028037384,0.7256193790410634,0.7289472480443708,0.72677257982474,0.0001
21,0.12345639807858777,0.1024516924260807,0.060190956042340496,0.05956966810225187,1.2883135579828162,1.1602877660239597,0.5121031639677897,0.0,0.7219626168224299,0.6976558257579859,0.713449350312332,0.7035673862176716,0.0001
22,0.1210942496390158,0.1007836651507902,0.06046399659514046,0.051945853392520364,1.2496623352773464,1.126286390739438,0.49350376213926855,0.0,0.7336448598130841,0.7147833551049977,0.723292820809107,0.7170362985273043,5e-05
23,0.1180559959468216,0.10077047701615692,0.05326056140117976,0.03970379059668474,1.2248204952088473,1.1024537751236436,0.4894668679267608,0.0,0.7328660436137072,0.7068848459669248,0.7176061807903321,0.7111977450765063,5e-05
24,0.08993840507251807,0.07684565859121367,0.03985588419189587,0.031287749529946826,1.2047815388329675,1.087069891671711,0.4708465703050795,0.0,0.7390965732087228,0.7167830417048625,0.7262808251735553,0.7200279852441569,5e-05
