run_name,sample_count,target_support,target_true_positive,target_false_negative,target_false_positive,target_precision,target_recall,target_f1,target_miss_rate,ti_bearing_support,ti_bearing_intrusion_count,ti_bearing_intrusion_rate,metallic_support,metallic_intrusion_count,metallic_intrusion_rate,gangue_support,gangue_intrusion_count,gangue_intrusion_rate
efficientnet_b0_seed20260727,1284,251,182,69,81,0.6920152091254753,0.7250996015936255,0.708171206225681,0.2749003984063745,491,47,0.09572301425661914,176,21,0.11931818181818182,366,13,0.03551912568306011
efficientnet_b0_seed20260728,1284,251,180,71,72,0.7142857142857143,0.7171314741035857,0.7157057654075548,0.28286852589641437,491,43,0.08757637474541752,176,19,0.10795454545454546,366,10,0.0273224043715847
efficientnet_b0_seed20260729,1284,251,180,71,91,0.6642066420664207,0.7171314741035857,0.689655172413793,0.28286852589641437,491,55,0.1120162932790224,176,21,0.11931818181818182,366,15,0.040983606557377046
