epoch,train_loss,train_role_loss,train_species_loss,train_binary_loss,train_consistency_loss,train_contrast_loss,val_loss,val_role_loss,val_species_loss,val_binary_loss,val_consistency_loss,val_contrast_loss,accuracy,macro_precision,macro_recall,macro_f1,learning_rate
1,2.5872244364942127,1.1120282315683934,2.5185098741262917,0.5453384657710856,0.0939868479814631,0.7020798212361303,2.0487736066182456,0.9101317760728973,2.0270767301042505,0.46473813929661784,0.08918936449651406,0.0,0.6230529595015576,0.6079535841522428,0.6278151860938345,0.6050590498268951,0.0001
2,1.962667491187627,0.8317907587571185,1.9197232503855794,0.41785184188369856,0.0644111000420143,0.6011103974020016,1.751658276976826,0.783886026741931,1.7355239621575376,0.3806441857528835,0.04849212809329464,0.0,0.6947040498442367,0.6743364354113359,0.7002038890464974,0.6809425978681143,0.0001
3,1.671436155228342,0.7088537784935424,1.6360720863199898,0.3622401948843881,0.04558581648079806,0.49427701740572066,1.6791163348705969,0.7625151552329553,1.6560738472923684,0.33850578072472154,0.03937822740490191,0.0,0.7149532710280374,0.6939748954748954,0.7235430137879749,0.699480709023224,0.0001
4,1.4326965970853855,0.5978959668624563,1.4193769426998566,0.306257339756554,0.04222992650078379,0.44324835823688546,1.6181090423993976,0.7279148968952096,1.608861570046327,0.32762156206406534,0.03857971716242787,0.0,0.7297507788161994,0.7067354999354913,0.7258953452900118,0.7132506855587702,0.0001
5,1.2600760644483318,0.5159843368001121,1.2690494832247021,0.2722169074000698,0.03984098398651458,0.3752865676318633,1.6198185411197745,0.7463780276222021,1.5427026889777258,0.39064185964262743,0.044287216544986886,0.0,0.719626168224299,0.7023382433451747,0.7247856365286613,0.7065066155267696,0.0001
6,1.0819580532764153,0.4334619467719612,1.115334882569821,0.23389825463854932,0.03671090961355048,0.28683012807290237,1.5756872283335415,0.728117229550427,1.494033486300911,0.38492583209863424,0.04321799681426209,0.0,0.7375389408099688,0.7229531878701201,0.735789973958456,0.7259978707523063,0.0001
7,0.9606438807104483,0.37825043792443436,1.004525295961345,0.210079584011364,0.034777098053319806,0.24133190817973485,1.6464314993668197,0.7724469023933663,1.562174163503439,0.35524865227092833,0.04085363714007017,0.0,0.7180685358255452,0.6962796008626155,0.7224809865940558,0.7035493407791054,0.0001
8,0.8614936789856763,0.33568268809876894,0.9081229994389419,0.18100976851040576,0.03372587374730401,0.23124459649004495,1.6841024819564225,0.8037937526298089,1.5555574058372283,0.393681328430354,0.04109705720572642,0.0,0.7313084112149533,0.7100926651084816,0.7328697969928284,0.7169764289931212,0.0001
9,0.7533956729231855,0.28003124834216897,0.8260993318676929,0.159592496273382,0.0320834846174411,0.17208287562450653,1.8027071193371236,0.8668058927742491,1.6547952177368592,0.41599298184998684,0.04505375562296641,0.0,0.7172897196261683,0.6927753655446988,0.7132588697234771,0.7003237818339345,0.0001
10,0.726344734365319,0.2783103207777139,0.7764429028172998,0.15464061240915122,0.03164304804629956,0.17988505590497084,1.8392869980535775,0.9004107042450771,1.6712301924963977,0.3961162327250576,0.042321311013999385,0.0,0.7289719626168224,0.7103445927460239,0.7142868877103328,0.7117784861431335,5e-05
11,0.5845758214510441,0.20559503082007874,0.6723551478407523,0.11631905419367349,0.02765932001526277,0.10957523424191173,1.7588329408027672,0.8518201932078953,1.5956794205484361,0.42154490390670635,0.03786802852404452,0.0,0.735202492211838,0.7134733432058453,0.7262121818754749,0.7183855958878725,5e-05
12,0.546348554378907,0.19421479146445764,0.6240381512780294,0.109119414594515,0.0261820341271205,0.10216631871519082,1.7457431417387965,0.8472167470744837,1.5892314727061263,0.3996315982854255,0.04002761984725608,0.0,0.7320872274143302,0.7100437357536366,0.7130445307573914,0.7113844725915485,5e-05
13,0.488874325454685,0.1675404192861985,0.5786402216895158,0.09048354198740265,0.02532793186771212,0.06860115923444607,1.7929468877218966,0.8737886300153821,1.6034170012236384,0.4525154907941076,0.04320891939591025,0.0,0.7383177570093458,0.7171920140065454,0.7239755054286989,0.7192400928054833,5e-05
14,0.44767562872790345,0.1499777992631421,0.5360383565364678,0.08031088714668304,0.024460361542883554,0.07154893347276917,1.81735334635895,0.8945639334224467,1.6043012437419357,0.4645226126031898,0.04508142524929804,0.0,0.7398753894080997,0.7185044072226738,0.7359610884856413,0.725036832287175,2.5e-05
