epoch,train_loss,val_loss,accuracy,macro_precision,macro_recall,macro_f1,learning_rate
1,0.5679026701129977,0.4313689253968985,0.647196261682243,0.6243784346613469,0.6343894795806837,0.6257091489141794,0.0001
2,0.3970394266609617,0.3923381764987176,0.6791277258566978,0.6629960810636496,0.692305136897968,0.6688976556219639,0.0001
3,0.3274994481031856,0.36147245147332224,0.7188473520249221,0.6997374711573177,0.7195941851547805,0.7051472830228087,0.0001
4,0.26912172983615035,0.3562433620642093,0.7095015576323987,0.6964017468408198,0.7194693861842525,0.699986637752496,0.0001
5,0.22052089973966701,0.3560938033684392,0.7149532710280374,0.6935505770534298,0.7178069187126197,0.7002519279054912,0.0001
6,0.17146079098242398,0.352266068718283,0.7227414330218068,0.7035383470549392,0.7280059183327883,0.7124418986099876,0.0001
7,0.15966198072549861,0.3637516311720896,0.7258566978193146,0.7041469283129065,0.7122497160689427,0.7061837917771417,0.0001
8,0.14397735047864846,0.36998790306419227,0.7266355140186916,0.7057090819856081,0.7275669698720479,0.7128573958142532,0.0001
9,0.1191055824359258,0.374070077513655,0.735981308411215,0.7149138668807877,0.7309619625063344,0.7215166047943826,0.0001
10,0.10858085472058618,0.415874674289583,0.7172897196261683,0.7043761770050139,0.7032390151275955,0.699998697453752,0.0001
11,0.09710245692470973,0.43198284539292536,0.7126168224299065,0.6964238508317896,0.698328710951429,0.6955100757503592,0.0001
12,0.08603289886381657,0.4279759389310611,0.7328660436137072,0.7235266268955532,0.7258158945469841,0.7211903081174991,0.0001
13,0.07622009915351427,0.4498433369121912,0.7242990654205608,0.7032960116743702,0.7104944327520876,0.7064849840922971,5e-05
14,0.06069835703935605,0.44090076677524415,0.7320872274143302,0.7163053436044262,0.7277338896025781,0.719502617174284,5e-05
15,0.054652699245762715,0.4402800322368138,0.7406542056074766,0.7255483254246928,0.7202291266296387,0.722781118055827,5e-05
16,0.051941778352073205,0.4206184544528013,0.7492211838006231,0.7330408443702595,0.7386085889027019,0.7352200190478367,5e-05
17,0.05456367183949769,0.4569441850799081,0.7328660436137072,0.7201006188851757,0.7200458254515958,0.7172960080468502,5e-05
18,0.04163846329694798,0.45010697191749405,0.7453271028037384,0.7262771655399315,0.7343964054563773,0.7297439994749294,5e-05
19,0.03957610410563004,0.4683551926374714,0.7414330218068536,0.7204919116386731,0.7368044490229473,0.7261998959863345,5e-05
20,0.038788389479230564,0.5009230489369679,0.7258566978193146,0.7026114681516662,0.7201291832116395,0.7080112433508617,2.5e-05
21,0.032458300745238734,0.489269784828677,0.7336448598130841,0.7132312705718109,0.7271672191344556,0.7184400990445027,2.5e-05
22,0.026158320725715948,0.5011573806230989,0.7445482866043613,0.7263878228880913,0.7347688827898036,0.7292643642929498,2.5e-05
23,0.02653306314599527,0.4899689486348926,0.7414330218068536,0.727391943551706,0.7283424316939633,0.7262302757095825,2.5e-05
24,0.029120791293421315,0.48244691906479475,0.7390965732087228,0.7224401627251447,0.7159565345927777,0.7189609975639051,1.25e-05
