objective,seed,unseen_minus_seen_final_nll_nats,unseen_minus_seen_final_macro_f1,unseen_minus_seen_final_target_recall,unseen_minus_seen_final_ti_intrusion,unseen_minus_seen_final_metal_intrusion,unseen_minus_seen_mean_gate
final_nll,20260912,-0.012602925300598145,0.0025946283067412867,0.011560693641618491,0.0,0.00813008130081301,0.11449718475341797
final_nll,20260913,-0.00892949104309082,0.00649857545978394,0.017341040462427793,0.0,0.0,0.0789465457201004
final_nll,20260914,-0.014884114265441895,0.005220171697069675,0.011560693641618491,0.0,0.00813008130081301,0.1094944179058075
final_nll_plus_regret,20260912,1.8596649169921875e-05,0.004801543516762763,0.0,-0.002915451895043733,-0.00813008130081301,-0.10439342260360718
final_nll_plus_regret,20260913,0.0014159083366394043,0.00023475066407141476,0.0,0.0,0.00813008130081301,-0.08834663033485413
final_nll_plus_regret,20260914,-0.0009746551513671875,0.0038638203011356342,0.0,-0.002915451895043733,0.0,-0.12086942791938782
