run_name,sample_count,target_support,target_true_positive,target_false_negative,target_false_positive,target_precision,target_recall,target_f1,target_miss_rate,ti_bearing_support,ti_bearing_intrusion_count,ti_bearing_intrusion_rate,metallic_support,metallic_intrusion_count,metallic_intrusion_rate,gangue_support,gangue_intrusion_count,gangue_intrusion_rate
formal_hierarchical_no_contrast_seed20260727,1284,251,201,50,124,0.6184615384615385,0.8007968127490039,0.6979166666666666,0.199203187250996,491,71,0.1446028513238289,176,31,0.17613636363636365,366,22,0.060109289617486336
formal_hierarchical_no_contrast_seed20260728,1284,251,189,62,84,0.6923076923076923,0.7529880478087649,0.7213740458015266,0.24701195219123506,491,50,0.10183299389002037,176,22,0.125,366,12,0.03278688524590164
formal_hierarchical_no_contrast_seed20260729,1284,251,194,57,87,0.6903914590747331,0.7729083665338645,0.7293233082706767,0.22709163346613545,491,48,0.09775967413441955,176,26,0.14772727272727273,366,13,0.03551912568306011
