epoch,train_loss,val_loss,accuracy,macro_precision,macro_recall,macro_f1,learning_rate
1,0.5643244543405131,0.442620855068492,0.6510903426791277,0.6308436547988289,0.6543835719296724,0.6341853218768849,0.0001
2,0.4097605753496897,0.3965070046646944,0.6736760124610592,0.6555289522014182,0.6689536574247303,0.6572784078103304,0.0001
3,0.3267020115494788,0.35144848441502013,0.705607476635514,0.6840548864419302,0.7004468708833924,0.6888475285925396,0.0001
4,0.2738958877183071,0.3547553534726859,0.7001557632398754,0.6764766694195354,0.6967775092672269,0.6827003625114442,0.0001
5,0.2279132848727065,0.34603246470849464,0.7157320872274143,0.7013296877004903,0.6979723175466095,0.6972128906875656,0.0001
6,0.1953943350949637,0.3660973791973056,0.7110591900311527,0.6937313159172918,0.7069245514674719,0.6953131725064978,0.0001
7,0.1558883418784488,0.3682853645671194,0.7375389408099688,0.712851370649584,0.725708652019437,0.7183162639661789,0.0001
8,0.1383531512659761,0.39438711343524613,0.7001557632398754,0.6994389157692344,0.7002699561513055,0.6886117851757363,0.0001
9,0.12152660055271312,0.3908511659948625,0.7281931464174455,0.7091410621411399,0.7231902880026994,0.7133481090487963,0.0001
10,0.11367196653077635,0.38206906057313966,0.7126168224299065,0.6948617375726324,0.7076990063748216,0.6991876347553366,0.0001
11,0.09856229587499477,0.39895080662451426,0.7313084112149533,0.7116821021537494,0.7267640049877615,0.7173331588376499,5e-05
12,0.07116877674841476,0.41215894500089584,0.735981308411215,0.7210690439246279,0.7320243136094322,0.7225181146734391,5e-05
13,0.06182772584723219,0.40902073210180734,0.7305295950155763,0.7101515499625755,0.7192952289214767,0.7138637077547955,5e-05
14,0.059544001923893704,0.4155018233992972,0.7445482866043613,0.7222097882439439,0.735158997622048,0.7274830827702236,5e-05
15,0.05936729780938417,0.435859754542324,0.7375389408099688,0.7147509525518551,0.726103285557515,0.718736112116422,5e-05
16,0.052659882002255,0.4367783508753851,0.7429906542056075,0.7273776087950194,0.7297108823116372,0.7265501766846393,5e-05
17,0.048256352370096484,0.4538231193555107,0.721183800623053,0.7050191863894152,0.7140572093983301,0.7063203469123869,5e-05
18,0.047498272340997835,0.4685092264571665,0.735202492211838,0.7179174188351628,0.7274865122144549,0.720262372147367,2.5e-05
19,0.03696089331466861,0.4569672244917195,0.7328660436137072,0.7153814309733897,0.7245647527749843,0.7179202474279704,2.5e-05
20,0.037532698216516384,0.4762199340022613,0.7320872274143302,0.7178584065465343,0.7127859604378397,0.7133764184341056,2.5e-05
21,0.035960693834757286,0.4708585005682948,0.7313084112149533,0.7162864528081386,0.7246708686892298,0.7173343485710932,2.5e-05
22,0.030605533115429538,0.47108783138875276,0.7429906542056075,0.731514893762863,0.7290353639077207,0.7288553753733282,2.5e-05
23,0.031423759807949245,0.4812778800818779,0.7227414330218068,0.711986700415989,0.7130308583970235,0.708701585602922,2.5e-05
24,0.027127839408026228,0.47670209558674853,0.7453271028037384,0.7340360726230291,0.7339017933132704,0.7320482913059772,2.5e-05
25,0.03087277879235109,0.4778235581619346,0.7367601246105919,0.7234174237220543,0.7272798411933933,0.7242207063856247,2.5e-05
26,0.029452592589278594,0.47805511582399085,0.7461059190031153,0.7397192074135355,0.7246515871392663,0.7294053507894751,2.5e-05
27,0.02974092336835562,0.4703792618164021,0.75,0.7399589350893617,0.7368453269267805,0.7359606904373721,2.5e-05
28,0.028682057453671587,0.4860687591715765,0.7461059190031153,0.7411569433939573,0.7266029699738391,0.730829345608698,2.5e-05
29,0.02341593720795044,0.4824845879295162,0.7375389408099688,0.7216776428816125,0.7241896049973122,0.7222585229054684,2.5e-05
30,0.026714172965061556,0.46749885445257583,0.7453271028037384,0.7309468149737747,0.7265548545377603,0.7284634041071367,2.5e-05
