reference,comparison,metric,reference_mean,comparison_mean,difference,favorable_direction,oriented_improvement
rsg_complete,cgdc_shared_features,metallic_to_target_intrusion_rate,0.11174242424242424,0.10984848484848485,-0.0018939393939393923,-1,0.0018939393939393923
rsg_complete,cgdc_shared_features,direct_accuracy,0.7596053997923157,0.740134994807892,-0.01947040498442365,0,-0.0
rsg_complete,cgdc_shared_features,mapped_accuracy,0.7663551401869159,0.7510384215991693,-0.015316718587746525,0,-0.0
rsg_complete,cgdc_shared_features,fused_accuracy,0.7645379023883697,0.7502596053997923,-0.01427829698857741,1,-0.01427829698857741
rsg_complete,cgdc_shared_features,oracle_accuracy,0.7871235721703012,0.7702492211838006,-0.016874350986500586,0,-0.0
rsg_complete,cgdc_shared_features,expert_prediction_disagreement_rate,0.056074766355140186,0.061266874350986496,0.0051921079958463096,0,0.0
rsg_complete,cgdc_shared_features,one_right_one_wrong_rate,0.048286604361370715,0.049325025960539975,0.0010384215991692605,0,0.0
rsg_complete,cgdc_shared_features,one_right_gate_selection_accuracy,0.5801457194899817,0.5815909637106464,0.001445244220664721,1,0.001445244220664721
rsg_complete,cgdc_shared_features,mean_routing_regret_nll,0.08087104776739357,0.08031070560747663,-0.0005603421599169323,-1,0.0005603421599169323
rsg_complete,cgdc_shared_features,complementarity_recovery,-0.08619047619047676,-0.044733044733047254,0.04145743145742951,1,0.04145743145742951
rsg_complete,cgdc_shared_features,brier_score,0.370170454270061,0.384750662996128,0.014580208726066968,-1,-0.014580208726066968
rsg_complete,cgdc_shared_features,expected_calibration_error,0.12900819444444442,0.127482007788162,-0.00152618665628243,-1,0.00152618665628243
rsg_complete,cgdc_unconditional,accuracy,0.7645379023883697,0.7593457943925234,-0.005192107995846351,1,-0.005192107995846351
rsg_complete,cgdc_unconditional,macro_f1,0.747550888495354,0.7411285928315111,-0.006422295663842892,1,-0.006422295663842892
rsg_complete,cgdc_unconditional,target_recall,0.7290836653386454,0.7569721115537849,0.027888446215139417,1,0.027888446215139417
rsg_complete,cgdc_unconditional,target_miss_rate,0.27091633466135456,0.24302788844621515,-0.027888446215139417,-1,0.027888446215139417
rsg_complete,cgdc_unconditional,ti_to_target_intrusion_rate,0.08418194161575017,0.10794297352342158,0.023761031907671412,-1,-0.023761031907671412
rsg_complete,cgdc_unconditional,metallic_to_target_intrusion_rate,0.11174242424242424,0.1268939393939394,0.015151515151515152,-1,-0.015151515151515152
rsg_complete,cgdc_unconditional,direct_accuracy,0.7596053997923157,0.7505192107995846,-0.009086188992731059,0,-0.0
rsg_complete,cgdc_unconditional,mapped_accuracy,0.7663551401869159,0.759865005192108,-0.0064901349948078835,0,-0.0
rsg_complete,cgdc_unconditional,fused_accuracy,0.7645379023883697,0.7593457943925234,-0.005192107995846351,1,-0.005192107995846351
rsg_complete,cgdc_unconditional,oracle_accuracy,0.7871235721703012,0.7795950155763239,-0.00752855659397722,0,-0.0
rsg_complete,cgdc_unconditional,expert_prediction_disagreement_rate,0.056074766355140186,0.059968847352024915,0.0038940809968847287,0,0.0
rsg_complete,cgdc_unconditional,one_right_one_wrong_rate,0.048286604361370715,0.04880581516095535,0.0005192107995846337,0,0.0
rsg_complete,cgdc_unconditional,one_right_gate_selection_accuracy,0.5801457194899817,0.5545130614180968,-0.025632658071884973,1,-0.025632658071884973
rsg_complete,cgdc_unconditional,mean_routing_regret_nll,0.08087104776739357,0.07926590550363448,-0.0016051422637590879,-1,0.0016051422637590879
rsg_complete,cgdc_unconditional,complementarity_recovery,-0.08619047619047676,-0.036796536796539984,0.04939393939393678,1,0.04939393939393678
