reference,comparison,metric,reference_mean,comparison_mean,difference,favorable_direction,oriented_improvement
rsg_complete,rpg_complete,accuracy,0.7645379023883697,0.7632398753894081,-0.0012980269989616433,1,-0.0012980269989616433
rsg_complete,rpg_complete,macro_f1,0.747550888495354,0.7452187994261055,-0.002332089069248533,1,-0.002332089069248533
rsg_complete,rpg_complete,target_recall,0.7290836653386454,0.749003984063745,0.019920318725099584,1,0.019920318725099584
rsg_complete,rpg_complete,target_miss_rate,0.27091633466135456,0.250996015936255,-0.019920318725099584,-1,0.019920318725099584
rsg_complete,rpg_complete,ti_to_target_intrusion_rate,0.08418194161575017,0.09300746775288526,0.008825526137135095,-1,-0.008825526137135095
rsg_complete,rpg_complete,metallic_to_target_intrusion_rate,0.11174242424242424,0.11553030303030302,0.0037878787878787845,-1,-0.0037878787878787845
rsg_complete,rpg_complete,direct_accuracy,0.7596053997923157,0.7538940809968847,-0.005711318795430964,0,-0.0
rsg_complete,rpg_complete,mapped_accuracy,0.7663551401869159,0.7622014537902388,-0.004153686396677014,0,-0.0
rsg_complete,rpg_complete,fused_accuracy,0.7645379023883697,0.7632398753894081,-0.0012980269989616433,1,-0.0012980269989616433
rsg_complete,rpg_complete,oracle_accuracy,0.7871235721703012,0.7806334371754933,-0.0064901349948078835,0,-0.0
rsg_complete,rpg_complete,expert_prediction_disagreement_rate,0.056074766355140186,0.05581516095534787,-0.0002596053997923134,0,-0.0
rsg_complete,rpg_complete,one_right_one_wrong_rate,0.048286604361370715,0.045171339563862926,-0.0031152647975077885,0,-0.0
rsg_complete,rpg_complete,one_right_gate_selection_accuracy,0.5801457194899817,0.5674521102364906,-0.012693609253491167,1,-0.012693609253491167
rsg_complete,rpg_complete,mean_routing_regret_nll,0.08087104776739357,0.08380460228452752,0.0029335545171339517,-1,-0.0029335545171339517
rsg_complete,rpg_complete,complementarity_recovery,-0.08619047619047676,0.03270803270803328,0.11889850889851004,1,0.11889850889851004
rsg_complete,rpg_complete,brier_score,0.370170454270061,0.3742505973078113,0.004080143037750283,-1,-0.004080143037750283
rsg_complete,rpg_complete,expected_calibration_error,0.12900819444444442,0.12476645664589822,-0.004241737798546197,-1,0.004241737798546197
rsg_complete,rpg_without_within,accuracy,0.7645379023883697,0.7632398753894081,-0.0012980269989616433,1,-0.0012980269989616433
rsg_complete,rpg_without_within,macro_f1,0.747550888495354,0.7467028646316438,-0.00084802386371019,1,-0.00084802386371019
rsg_complete,rpg_without_within,target_recall,0.7290836653386454,0.7463479415670651,0.01726427622841964,1,0.01726427622841964
rsg_complete,rpg_without_within,target_miss_rate,0.27091633466135456,0.2536520584329349,-0.01726427622841964,-1,0.01726427622841964
rsg_complete,rpg_without_within,ti_to_target_intrusion_rate,0.08418194161575017,0.08961303462321792,0.005431093007467747,-1,-0.005431093007467747
rsg_complete,rpg_without_within,metallic_to_target_intrusion_rate,0.11174242424242424,0.10606060606060606,-0.005681818181818177,-1,0.005681818181818177
rsg_complete,rpg_without_within,direct_accuracy,0.7596053997923157,0.7505192107995846,-0.009086188992731059,0,-0.0
rsg_complete,rpg_without_within,mapped_accuracy,0.7663551401869159,0.7622014537902388,-0.004153686396677014,0,-0.0
rsg_complete,rpg_without_within,fused_accuracy,0.7645379023883697,0.7632398753894081,-0.0012980269989616433,1,-0.0012980269989616433
rsg_complete,rpg_without_within,oracle_accuracy,0.7871235721703012,0.7811526479750779,-0.0059709241952232706,0,-0.0
rsg_complete,rpg_without_within,expert_prediction_disagreement_rate,0.056074766355140186,0.061266874350986496,0.0051921079958463096,0,0.0
rsg_complete,rpg_without_within,one_right_one_wrong_rate,0.048286604361370715,0.049584631360332296,0.0012980269989615809,0,0.0
rsg_complete,rpg_without_within,one_right_gate_selection_accuracy,0.5801457194899817,0.6135863243602525,0.033440604870270785,1,0.033440604870270785
