epoch,train_loss,train_four_class_loss,train_binary_loss,train_contrast_loss,val_loss,val_four_class_loss,val_binary_loss,val_contrast_loss,accuracy,macro_precision,macro_recall,macro_f1,learning_rate
1,1.3042235446644197,1.0998129142928574,0.5449440731605893,0.6817461496690559,1.0183549974566308,0.9140288794523459,0.41730445567692553,0.0,0.6277258566978193,0.612230238984995,0.6307488082749841,0.6084680750488528,0.0001
2,0.9970321085324645,0.8333271657074683,0.42414735066892717,0.5766810368389677,0.899241617535505,0.7985767894816176,0.40265930121375765,0.0,0.7032710280373832,0.6812452148565769,0.7083270923480462,0.6875234714098271,0.0001
3,0.8333856487680134,0.69776762108778,0.3508144030545886,0.47914426432442214,0.8622981883655084,0.7714918631816579,0.36322531013566756,0.0,0.7017133956386293,0.6835141788557456,0.7144625077482155,0.6898938038717342,0.0001
4,0.7115828846749234,0.595424787167474,0.3062145744738333,0.39604452551861097,0.8183607529628314,0.7351080672206166,0.3330107592394419,0.0,0.7009345794392523,0.6767356886729624,0.701424986749884,0.6839013710964931,0.0001
5,0.5920634481295346,0.495780292202854,0.2562445572630068,0.3222201640882202,0.9093953754485953,0.8092505870578445,0.40057915500205626,0.0,0.7071651090342679,0.6907335720375914,0.7195806906145823,0.6958072345151263,0.0001
6,0.5467820282731155,0.46007684699602325,0.23309465194634393,0.2843151848380137,0.8059788374143226,0.7175851664810537,0.35357470740781766,0.0,0.7328660436137072,0.7129853177042484,0.7297056806004163,0.7190142057288067,0.0001
7,0.44208510643762744,0.3712656049245637,0.1926899943560127,0.22647002327629778,0.8515975757087131,0.7514087144180993,0.4007554407437503,0.0,0.7258566978193146,0.7066493022374157,0.7140697683405326,0.7078336182161178,0.0001
8,0.40806223364849054,0.34557836534912567,0.16875027991785058,0.2029629895795431,0.9211254847755314,0.8238068343694336,0.38927461289310383,0.0,0.7157320872274143,0.7010686087469682,0.7086380212824982,0.7026710697509524,0.0001
9,0.34966382814761554,0.29575262195090884,0.14923425961452688,0.16602640183440337,0.8838176373566422,0.7888708498062003,0.37978712787323654,0.0,0.7336448598130841,0.7098221743176735,0.727955035688131,0.7170055857901128,0.0001
10,0.31536517616606985,0.2671840509258847,0.13212823112240735,0.15149067423235005,0.9346341526025552,0.8297049783843329,0.419716708165357,0.0,0.735202492211838,0.7164711557924344,0.729752391382822,0.7213444847697035,0.0001
11,0.26223090763480805,0.2228501852207427,0.1090984132195245,0.1210611926673258,1.002744150681659,0.8908000997850828,0.4477761938567404,0.0,0.7227414330218068,0.7016364517176773,0.721418791319234,0.7093093355909349,0.0001
12,0.2578831740227387,0.21866248442540331,0.11170703949738901,0.11293929661212451,0.9883625187977824,0.8847890613235045,0.41429382494528927,0.0,0.7320872274143302,0.710985956560143,0.7281719156604589,0.7177847546665799,0.0001
13,0.2297709591435498,0.19545306465086212,0.09780130272325284,0.09867568726116575,1.0188806147961602,0.9068068726411861,0.44829497904069954,0.0,0.7297507788161994,0.7087047073574423,0.7171825584803727,0.7123467768653011,0.0001
14,0.21371012036806583,0.18088465667695477,0.09548287032207393,0.08954745159060891,1.031705157407719,0.9127396100035338,0.4758622165670694,0.0,0.7336448598130841,0.7114755382775929,0.7294683924648231,0.7175307551371188,5e-05
15,0.16507040392410594,0.13939784390727178,0.07291080483426496,0.07444858554134487,0.9702179368782637,0.8631641736654477,0.4282150754554203,0.0,0.7570093457943925,0.7322011783713025,0.7468598503734382,0.7383263257891203,5e-05
16,0.13962346802590136,0.11925209407747601,0.06207383570530494,0.048529156857797295,1.0375305618452506,0.928316900106234,0.436854636106775,0.0,0.7616822429906542,0.7435506333577286,0.7478140849282955,0.745525563336461,5e-05
17,0.12693171194637207,0.10951685023410791,0.05418547477327553,0.03868493359370752,1.0923962315944868,0.9718433431932859,0.4822115655843389,0.0,0.7492211838006231,0.7312998959005169,0.7438717263102534,0.7358631338273862,5e-05
18,0.13475937371290164,0.1136153122796706,0.06327989412435092,0.053240875810364206,1.0444455103153751,0.9304383286620226,0.45602874295942697,0.0,0.7531152647975078,0.7419089865844298,0.7502173703915593,0.7435778869617805,5e-05
19,0.12609082726254556,0.10733715381621414,0.05774520094478476,0.043173738327082024,1.0421791004243297,0.9306875454302518,0.4459662378194083,0.0,0.7562305295950156,0.742808495269809,0.7441429752707438,0.7432931446754599,5e-05
20,0.09712668570098192,0.08252459660677416,0.04417793333992572,0.03557605477040729,1.085192163576404,0.9691749304950794,0.46406894537686977,0.0,0.7585669781931464,0.7420139903172023,0.7462004256373957,0.7436361276407573,2.5e-05
21,0.08826565515263092,0.07614462904277748,0.038042768478866014,0.026103339154248898,1.1044821524731467,0.9879495561865631,0.4661304146179065,0.0,0.7515576323987538,0.7412463383278317,0.7384235626176763,0.7361431013074968,2.5e-05
22,0.09152796158119923,0.07756317458747493,0.04466490255569706,0.02798561242538404,1.1340639762510762,1.016010679931284,0.47221318300453674,0.0,0.7484423676012462,0.728928026367742,0.7399748092281756,0.7332218947901086,2.5e-05
23,0.08931062969828618,0.07780218678902327,0.0381675881808294,0.019665458716061415,1.1164616025589709,1.0003635974780793,0.46439200981826206,0.0,0.7531152647975078,0.734786079870868,0.740746305911641,0.7373178133665619,2.5e-05
24,0.09139671363655182,0.07848195511440896,0.04174393394749785,0.024787754092528654,1.1112123906055345,0.9938325061233616,0.46951953390166395,0.0,0.7577881619937694,0.7378035548410576,0.7501781594732753,0.7432583207953287,1.25e-05
