bootstrap_index,accuracy,macro_f1,target_recall,target_miss_rate,ti_to_target_intrusion,metallic_to_target_intrusion
61,0.0044132917964693945,0.0035165508495893874,-0.047808764940239036,0.047808764940239036,-0.00950441276306857,-0.026515151515151516
62,0.014018691588785067,0.008684557605675805,-0.07702523240371843,0.07702523240371843,-0.029192124915139173,-0.015151515151515143
63,0.016614745586708207,0.0195301246430399,-0.02921646746347939,0.02921646746347939,-0.015614392396469792,-0.009469696969696961
64,0.004153686396677014,0.0029077851502299725,-0.06108897742363876,0.06108897742363876,-0.014935505770536322,-0.01893939393939394
65,0.015057113187954293,0.018429515032189814,-0.046480743691899064,0.046480743691899064,-0.018329938900203666,-0.04356060606060607
66,0.02985462097611628,0.027528530191085882,-0.06374501992031871,0.06374501992031871,-0.02511880515953836,-0.020833333333333332
67,0.01661474558670817,0.01856997736236902,-0.0836653386454183,0.0836653386454183,-0.0264765784114053,-0.05871212121212122
68,0.01401869158878503,0.01613523958370992,-0.07569721115537842,0.07569721115537842,-0.026476578411405296,-0.04545454545454545
69,0.040498442367601216,0.040136405879327354,-0.1035856573705179,0.1035856573705179,-0.057026476578411416,-0.06439393939393939
70,0.0163551401869159,0.017116637752679537,-0.05179282868525892,0.05179282868525892,-0.04344874405974202,-0.0018939393939393923
71,0.030633437175493234,0.03133149041640981,-0.07304116865869854,0.07304116865869854,-0.035302104548540394,-0.0587121212121212
72,-0.01453790238836968,-0.01352019401179246,-0.03984063745019917,0.03984063745019917,0.014935505770536326,0.011363636363636367
73,0.02050882658359295,0.0227689276958154,-0.046480743691899064,0.046480743691899064,-0.015614392396469792,-0.007575757575757587
74,-0.004932502596054007,0.0018493104075942475,-0.027888446215139417,0.027888446215139417,0.016293279022403257,-0.0018939393939393968
75,0.02180685358255452,0.022555472252627773,-0.08233731739707832,0.08233731739707832,-0.02511880515953836,-0.041666666666666664
76,0.01349948078920038,0.015822309916720772,-0.019920318725099584,0.019920318725099584,-0.008825526137135095,-0.04734848484848485
77,-0.01713395638629282,-0.01590506202785232,-0.053120849933598925,0.053120849933598925,0.006788866259334693,0.005681818181818177
78,0.00700934579439257,0.006455734129043951,-0.06772908366533865,0.06772908366533865,-0.015614392396469792,-0.030303030303030307
79,0.009345794392523366,0.011718377713440383,-0.04515272244355909,0.04515272244355909,-0.023761031907671416,-0.034090909090909095
80,0.005451713395638658,0.008442831770014406,-0.062416998671978696,0.062416998671978696,-0.005431093007467756,-0.02272727272727273
81,0.015057113187954293,0.0154142747543116,-0.06507304116865868,0.06507304116865868,-0.02919212491513917,-0.03598484848484849
82,0.010384215991692591,0.010623667525406407,-0.0690571049136786,0.0690571049136786,-0.03394433129667346,-0.03977272727272727
83,0.032450674974039494,0.034088179421673005,-0.06108897742363876,0.06108897742363876,-0.03665987780040734,-0.07954545454545454
84,0.012461059190031154,0.015010711415908595,-0.03187250996015941,0.03187250996015941,-0.01018329938900204,-0.0284090909090909
85,0.008047767393561759,0.014807894023473453,-0.06772908366533859,0.06772908366533859,-0.013577732518669387,-0.03787878787878787
86,0.019210799584631382,0.022003751688297973,-0.1248339973439575,0.1248339973439575,-0.03869653767820774,-0.0625
87,0.009086188992731059,0.010451721315341592,-0.07171314741035854,0.07171314741035854,-0.014935505770536322,-0.03787878787878788
88,0.029595015576323973,0.029488655490371052,-0.0836653386454183,0.0836653386454183,-0.04344874405974202,-0.030303030303030304
