epoch,train_loss,train_final_role_loss,train_direct_role_loss,train_species_loss,train_consistency_loss,train_ti_verifier_loss,train_metallic_verifier_loss,train_verifier_loss,train_contrast_loss,train_gate_regret_loss,train_decomposition_loss,train_calibration_loss,train_phr_ti_gate_loss,train_phr_metallic_gate_loss,train_phr_pairwise_regret_loss,train_mean_gate,train_mean_expert_js_divergence,train_gate_selection_accuracy,train_one_right_gate_selection_accuracy,train_mean_routing_regret_nll,train_mean_weighted_gate_error,train_phr_ti_eligible_count,train_phr_ti_gate_selection_accuracy,train_phr_ti_mean_margin_regret,train_phr_ti_mean_weighted_gate_error,train_phr_ti_sign_agreement_count,train_phr_ti_sign_preservation_rate,train_phr_metallic_eligible_count,train_phr_metallic_gate_selection_accuracy,train_phr_metallic_mean_margin_regret,train_phr_metallic_mean_weighted_gate_error,train_phr_metallic_sign_agreement_count,train_phr_metallic_sign_preservation_rate,val_loss,val_final_role_loss,val_direct_role_loss,val_species_loss,val_consistency_loss,val_ti_verifier_loss,val_metallic_verifier_loss,val_verifier_loss,val_contrast_loss,val_gate_regret_loss,val_decomposition_loss,val_calibration_loss,val_phr_ti_gate_loss,val_phr_metallic_gate_loss,val_phr_pairwise_regret_loss,val_mean_gate,val_mean_expert_js_divergence,val_gate_selection_accuracy,val_one_right_gate_selection_accuracy,val_mean_routing_regret_nll,val_mean_weighted_gate_error,val_phr_ti_eligible_count,val_phr_ti_gate_selection_accuracy,val_phr_ti_mean_margin_regret,val_phr_ti_mean_weighted_gate_error,val_phr_ti_sign_agreement_count,val_phr_ti_sign_preservation_rate,val_phr_metallic_eligible_count,val_phr_metallic_gate_selection_accuracy,val_phr_metallic_mean_margin_regret,val_phr_metallic_mean_weighted_gate_error,val_phr_metallic_sign_agreement_count,val_phr_metallic_sign_preservation_rate,accuracy,macro_precision,macro_recall,macro_f1,target_recall,target_miss_rate,ti_to_target_intrusion_rate,metallic_to_target_intrusion_rate,learning_rate
1,3.470895449560454,1.1205589550990542,1.1150552773911608,2.5081059712728506,0.06596068704569226,0.4990584075030935,0.5866667761876266,1.085725187655364,0.6887646495141033,0.7003758105130189,0.0,1.1226023577479904,0.6636525921784797,0.6278173334945311,1.29146992590299,0.5813670610895575,0.015521099798847518,0.5633283006207013,0.5613910574875799,0.11194838884739199,0.037332974559125084,3447,0.5921090803597331,0.2504064345714499,0.25040643546981856,2545,1.0,1980,0.6111111111111112,0.19919664187338015,0.19919664193105865,1301,1.0,2.4781611233114083,0.8845829384349216,0.8896990123196183,2.067704122757243,0.058949820024202175,0.23835479823228356,0.17243755940707672,0.4107923536935699,0.0,0.6939369874579884,0.0,0.8903260847489782,0.35907509208096894,0.2070899596466825,0.5661650520990199,0.5350738738973936,0.013651634936789059,0.6370716510903427,0.5986394557823129,0.0998078360801818,0.03901359390679927,740,0.6472972972972973,0.22912324444466345,0.22912324211511814,653,1.0,427,0.6487119437939111,0.21276478694459594,0.2127647839560006,349,1.0,0.6479750778816199,0.6221643654060258,0.6409576480109432,0.6230585505362802,0.5,0.5,0.12040816326530612,0.11299435028248588,0.0001
2,2.724877654536221,0.8487642108994109,0.8549291253529865,1.9770306367199006,0.04702238010414753,0.4059863148809899,0.44811238322486374,0.8540986980158618,0.605724413717199,0.6912884328753691,0.0,0.8522738590074094,0.5996480798350347,0.5244817946120569,1.124129875946957,0.5008836398087099,0.01099377006328502,0.5343063244422077,0.5095320623916811,0.08863126134501158,0.03579379976849976,3447,0.666376559326951,0.20209704533820225,0.2020970448106668,3174,1.0,1980,0.6757575757575758,0.18850478373204518,0.18850478354117992,1766,1.0,2.2123947819445364,0.7917746713971052,0.8235043248283529,1.8035746155498185,0.04220626424313334,0.22644296344195572,0.1516158658767415,0.3780588295972236,0.0,0.6863167152226528,0.0,0.7947516753294758,0.31512839604761,0.19562133413237576,0.5107497335223022,0.4716764770889208,0.01010193107974212,0.5366043613707165,0.5229357798165137,0.0830252052184047,0.03408108736701144,740,0.7297297297297297,0.2010045955007946,0.2010045945194449,677,1.0,427,0.7166276346604216,0.19024057025024427,0.19024057687896542,392,1.0,0.6791277258566978,0.6662913427619311,0.6905747707109445,0.669429556586804,0.72,0.28,0.2,0.1751412429378531,0.0001
3,2.3174318681725556,0.7144254306342214,0.7237601005037125,1.7110535304751537,0.03874638121349512,0.34560175074554694,0.33975670754039594,0.6853584569185657,0.5078938302228243,0.6912510376051756,0.0,0.7186263231918368,0.5428628551142065,0.4578500231817012,1.0007128766710538,0.47310013486632685,0.009271684712529572,0.5228988424760946,0.5590062111801242,0.07686819646221903,0.03358255247028891,3447,0.704380620829707,0.18622537484337948,0.18622537355841517,3224,1.0,1980,0.7555555555555555,0.15911844187707763,0.15911844115703158,1848,1.0,2.0253101067379626,0.7209752842644664,0.7351806733838494,1.6564411437400033,0.03803311471719979,0.2031222265735965,0.1389498576939663,0.3420720820393518,0.0,0.6947723745928375,0.0,0.7223367659473716,0.2995257410119256,0.18049913514811675,0.4800248761600423,0.47610059626562945,0.009266349932396632,0.5031152647975078,0.5526315789473685,0.07571423090361508,0.032564261673047656,740,0.731081081081081,0.17405838037060725,0.1740583828603613,688,1.0,427,0.7377049180327869,0.18395370485771456,0.18395370096598035,392,1.0,0.7087227414330218,0.6855523238601087,0.7088297349882547,0.6934367293939199,0.648,0.352,0.13877551020408163,0.11864406779661017,0.0001
4,2.0204418609854637,0.6080999087415432,0.6230221569808092,1.520344599444001,0.038920033786860195,0.30592375526770593,0.27251480803871053,0.5784385629776959,0.418684941325746,0.6911579634874904,0.0,0.6141870868543994,0.5122657840813072,0.41091961382749675,0.9231853981262844,0.4691327579008255,0.009324610097934526,0.5411843650394229,0.5701149425287356,0.07358628819702405,0.034014840806440225,3447,0.7145343777197564,0.19434407269320075,0.19434407050467417,3254,1.0,1980,0.7904040404040404,0.151862266332833,0.15186226660266078,1882,1.0,2.032144323316319,0.732541132474614,0.7556405347827068,1.628238488580579,0.039030907722044955,0.20519441008753495,0.1484080249461058,0.353602433733851,0.0,0.6927973386654601,0.0,0.733182085637363,0.2824847933102248,0.1834131109751645,0.4658979027999153,0.45759340275856564,0.009609443283907778,0.5311526479750779,0.5612244897959183,0.07948212292198761,0.032289057604330075,740,0.7432432432432432,0.18702589453172844,0.18702589531068853,695,1.0,427,0.702576112412178,0.16752362736790885,0.16752362644394742,410,1.0,0.7110591900311527,0.6891991152801843,0.7177320086673196,0.6953040192652258,0.656,0.344,0.1469387755102041,0.11864406779661017,0.0001
5,1.7656195416304115,0.5223584188208686,0.5357193680212334,1.3565612082672567,0.03790565447329055,0.25646573846581355,0.2175177359377637,0.4739834737495735,0.3468788486362164,0.6875135598817022,0.0,0.5275956631016759,0.4852427645900309,0.3830485135501832,0.8682912793401063,0.4689860992374846,0.00907986549033678,0.5227310853883577,0.5892018779342723,0.06714411286635508,0.03237606351012906,3447,0.7365825355381491,0.18698139686903678,0.1869813983529923,3272,1.0,1980,0.7924242424242425,0.14161851338364861,0.14161851223510516,1896,1.0,2.125465583949817,0.7754793706527009,0.7901615383469056,1.640880936031401,0.039114398968832516,0.22255725193060819,0.19801376114753177,0.42057101274158726,0.0,0.6935933824640197,0.0,0.7685534805523644,0.2950519182228968,0.1894387496966068,0.4844906701477146,0.44377824964692286,0.009477866860925381,0.5467289719626168,0.5747126436781609,0.08119499864594538,0.030478663061373767,740,0.7418918918918919,0.18551584570039364,0.18551585319482664,697,1.0,427,0.702576112412178,0.2045830705964314,0.20458307814897764,405,1.0,0.7040498442367601,0.6775816589235146,0.6999869958790332,0.6802061929063391,0.552,0.44799999999999995,0.1,0.1016949152542373,0.0001
6,1.544906184409733,0.4471135072471351,0.4615422147489438,1.2349950357324184,0.0362571710206642,0.2186385988351723,0.15312261612280625,0.3717612149111078,0.28306329201590075,0.6869201928632128,0.0,0.45254464243266673,0.44592445409851894,0.33812480748969626,0.7840492602183382,0.4552751114166057,0.008674790330622956,0.5192081865458815,0.5979381443298969,0.0613217819662626,0.03073522209255515,3447,0.7731360603423266,0.1729777678420423,0.17297776317999278,3315,1.0,1980,0.8393939393939394,0.13601835771943582,0.13601836060871125,1913,1.0,2.020442665180313,0.7299078965669852,0.7478461751128282,1.5778670504085743,0.04947492076414768,0.21898125268147556,0.1718188064677693,0.39080005878948165,0.0,0.6974883434185729,0.0,0.7198432124106684,0.2781940032945615,0.1672393401092458,0.4454333434038073,0.4516308547412495,0.012014804431876795,0.5763239875389408,0.5242718446601942,0.0878890216500336,0.03351618351776609,740,0.754054054054054,0.18762241036102578,0.18762240771784736,701,1.0,427,0.7330210772833724,0.20019656625648294,0.20019656922492027,397,1.0,0.7258566978193146,0.7025367415239852,0.7271922525071545,0.710524928282273,0.68,0.31999999999999995,0.11632653061224489,0.12429378531073447,0.0001
7,1.3670454303643544,0.37733007267284985,0.39229518003140573,1.1241518736605556,0.035148386153095804,0.18987528783795898,0.12738260315077263,0.31725789171110325,0.23258225841288663,0.6856689866087897,0.0,0.38380205138300394,0.4308463219447617,0.3251209014030216,0.7559672232102956,0.46819384285086174,0.008406848533053452,0.540848850863949,0.6067073170731707,0.05473685076534291,0.029225830924016066,3447,0.7809689585146504,0.16934420971547326,0.16934421045851697,3320,1.0,1980,0.8247474747474748,0.12610034389477787,0.12610034425207334,1933,1.0,2.0733721074285536,0.7597177665552989,0.7867670944917982,1.5876525057439121,0.047245553343606146,0.23105407091919508,0.17621613463323063,0.4072702057061955,0.0,0.6991990197484739,0.0,0.7473230485418504,0.2845315274976867,0.16403626244387523,0.4485677884560879,0.4520043051943786,0.011408865456524107,0.5272585669781932,0.5280898876404494,0.08822584302828336,0.03298389978731972,740,0.7364864864864865,0.1946823694743216,0.19468237392823023,697,1.0,427,0.7611241217798594,0.20639944697710613,0.20639944144042616,407,1.0,0.7313084112149533,0.7144686177680166,0.7244240414126211,0.7174486527002403,0.676,0.32399999999999995,0.10408163265306122,0.13559322033898305,0.0001
8,1.2354826887188652,0.33575622894143603,0.3546430732835521,1.0223260385001032,0.03518305772393967,0.15396269496215947,0.11922370487296942,0.2731863998777813,0.19542823313858695,0.6863050309729004,0.0,0.34186833233986097,0.39502590773959945,0.32115244160730794,0.7161783485869757,0.4528429264656111,0.008375793316249948,0.517195101493038,0.557632398753894,0.05166180509484464,0.02768958624817077,3447,0.7977951842181608,0.16512968043615966,0.1651296814476824,3336,1.0,1980,0.8267676767676768,0.13906847094044542,0.13906847359378136,1929,1.0,2.153920162875333,0.7953062352733077,0.829172459811065,1.6233054109822924,0.050205332456255254,0.2622704701324072,0.1790583882933465,0.4413288578948128,0.0,0.6831879439383652,0.0,0.7667217928208294,0.28851625973190476,0.16812698956219208,0.4566432504082023,0.4236397827363274,0.011967131819690549,0.5529595015576324,0.5394736842105263,0.08942316723144889,0.03031391520338571,740,0.7621621621621621,0.2092876805546316,0.2092876804717545,705,1.0,427,0.7962529274004684,0.2280602029566184,0.228060207203997,408,1.0,0.7406542056074766,0.7209918592966893,0.7409661573029895,0.72667956045801,0.74,0.26,0.1489795918367347,0.15254237288135594,0.0001
9,1.1354273002712825,0.29452210668748785,0.310862755749454,0.9422425647606647,0.03280034017975829,0.15545375664846406,0.09958306091344647,0.25503681743830925,0.19289507135758863,0.6850444548903166,0.0,0.29938666265775965,0.4123010255510106,0.3224572304013171,0.7347582560360701,0.4431658909937176,0.00786487845867385,0.5072974333165576,0.6360294117647058,0.047289921727553585,0.02575426194690779,3447,0.7850304612706701,0.16373588234750316,0.1637358841965671,3353,1.0,1980,0.8404040404040404,0.13966489099718707,0.13966489548139832,1942,1.0,2.1593706436989093,0.799250929619293,0.8312431919704717,1.6242272385927004,0.045809753459654864,0.24466137717422853,0.20318674911219756,0.4478481264256893,0.0,0.6854288785999809,0.0,0.7798023311612762,0.26414621312670244,0.16732750800539772,0.431473724660101,0.4462273045794058,0.010834421971053087,0.5404984423676013,0.6071428571428571,0.08243371515066278,0.028238500087308473,740,0.7621621621621621,0.19225826866522028,0.1922582732512367,709,1.0,427,0.7845433255269321,0.23756316014558984,0.23756314745631976,402,1.0,0.7375389408099688,0.7145566475409407,0.7237702488005778,0.7186337215611541,0.672,0.32799999999999996,0.09387755102040816,0.15254237288135594,0.0001
10,1.0282549901689344,0.26222028300438605,0.27750635679796865,0.8737059195976372,0.03211360639581453,0.12831582034541356,0.08677596896294826,0.21509178979217636,0.13973289987692136,0.6850564108661229,0.0,0.2671529588193786,0.3562763760182266,0.30941337368028754,0.6656897475487072,0.4538777271806544,0.00762094228765355,0.5317899681261533,0.6255144032921811,0.04381530330996989,0.02419231435487475,3447,0.8210037713954162,0.15646020173896802,0.15646020487926562,3367,1.0,1980,0.8388888888888889,0.14048922146585854,0.14048922605377792,1949,1.0,2.113973728221525,0.7848892936662907,0.8215749751764851,1.5888248919697936,0.05120269309532048,0.2508270074366781,0.17266395892309622,0.4234909657098794,0.0,0.6905767000352854,0.0,0.7654099005196139,0.2859898863180404,0.1475583188630339,0.43354820536675853,0.4376343913562016,0.011939985967931487,0.544392523364486,0.5526315789473685,0.08677682250191128,0.02925744911352784,740,0.7581081081081081,0.19894399638916996,0.1989439982740842,711,1.0,427,0.8032786885245902,0.20255002922070947,0.20255001973708658,405,1.0,0.7406542056074766,0.7211685243966779,0.7390557588758497,0.7282729324900549,0.676,0.32399999999999995,0.1306122448979592,0.12429378531073447,0.0001
