epoch,train_loss,val_loss,accuracy,macro_precision,macro_recall,macro_f1,learning_rate
1,1.0147518965746407,0.7927581660472716,0.6752336448598131,0.6529442500538203,0.6600478392807267,0.6520711830331976,0.0001
2,0.7385438596256386,0.7228328433363609,0.7102803738317757,0.7008501357041875,0.6873230920225661,0.689962331349307,0.0001
3,0.5961189065737885,0.7655917493353751,0.6970404984423676,0.6736106906244761,0.6951491223192274,0.6809202589723105,0.0001
4,0.47316272805509424,0.7739151071443736,0.7188473520249221,0.6950037374231515,0.7198997926792756,0.7005229541580403,0.0001
5,0.3975877827334936,0.7390669697541685,0.7461059190031153,0.7414481716015074,0.7335762696155911,0.7325086783165237,0.0001
6,0.33713248862033923,0.8098198977586265,0.721183800623053,0.6966685982239126,0.7022108871812708,0.6960698267694968,0.0001
7,0.2953050388943487,0.7869524708789457,0.735981308411215,0.7179627964389357,0.7164472431747372,0.714989916094442,0.0001
8,0.24967669319774535,0.7948513763994443,0.735981308411215,0.7205950313422798,0.7232753586170995,0.7157694400590122,0.0001
9,0.1981140115335671,0.9170284299789188,0.7422118380062306,0.7251817521852365,0.732611239868413,0.7237288822925823,5e-05
10,0.135168388213433,0.8826601655683785,0.75,0.7307368929995384,0.7243349318298418,0.7266148142226647,5e-05
11,0.10557985188546666,0.9139498838940142,0.75,0.7272484911029803,0.7514116021691547,0.7344634294836829,5e-05
12,0.08373345027827232,0.9188552626243262,0.7468847352024922,0.7293620393793988,0.7363723428687043,0.7323974402542892,5e-05
13,0.0793450260245846,0.9519914359875558,0.7515576323987538,0.7402218752324385,0.7328284305547832,0.7350164603977238,5e-05
14,0.07169035641747425,0.9353583883668217,0.7515576323987538,0.728802629647932,0.7404107510828651,0.7338734400015402,5e-05
15,0.06380587041433017,1.1142886932504092,0.7274143302180686,0.7061632351954932,0.7224455761891881,0.7099571416722104,5e-05
16,0.06669578684102997,0.9465347275811007,0.7507788161993769,0.7308016479507989,0.7439589197707439,0.7354449528237439,5e-05
17,0.05886925607163511,1.0773859258126062,0.7414330218068536,0.7260902369430936,0.7250668453036782,0.7240409014258071,5e-05
18,0.05829081347881198,1.0811462537777201,0.7422118380062306,0.7269589833333197,0.7212438445474713,0.721595199944274,5e-05
19,0.059237750287117266,0.9687187957673151,0.7663551401869159,0.7617822614353604,0.7406458836986971,0.7488188427249446,5e-05
20,0.044693455345974915,1.0598739531889232,0.7546728971962616,0.7418457969950971,0.7343228648777202,0.7360578744549897,5e-05
21,0.05450639186492304,1.0219024162611858,0.7515576323987538,0.73163886221424,0.7325809432071909,0.7320589089849212,5e-05
22,0.04127011367355296,1.067431175385709,0.7593457943925234,0.7461615182511194,0.7424322629250287,0.7436081849130078,5e-05
23,0.03768275651941412,1.2402006736274727,0.7227414330218068,0.7022733608116474,0.710543962581107,0.7043411235540217,2.5e-05
24,0.030523503220780266,1.162510671459916,0.7461059190031153,0.7281547376939415,0.7366280033465379,0.7304968398075095,2.5e-05
25,0.02709811462210971,1.1463369181411591,0.7601246105919003,0.7476897892397575,0.7428876289628215,0.7442750918853512,2.5e-05
26,0.022616537553744914,1.1230264629714801,0.7570093457943925,0.749152420603259,0.7331244866856362,0.7392056133663569,2.5e-05
27,0.02170621685345008,1.119636236251886,0.7554517133956387,0.7346568214089524,0.7442824789639682,0.7382308354246566,1.25e-05
